dim,group,estimand,model,estimate,se,ci_lo,ci_hi,lo,hi,violates,excess
ethnicity,Malay,BN,M3_probit,0.3666882480112773,,,,0.1639604399651171,0.4076875734429017,False,0.0
ethnicity,Malay,BN,M2ml_logit_noprior,0.3666892541895076,,,,0.1639604399651171,0.4076875734429017,False,0.0
ethnicity,Malay,BN,M4_context,0.17591353312440516,,,,0.1639604399651171,0.4076875734429017,False,0.0
ethnicity,Malay,BN,M5_within_seat,0.36092087344624274,0.013563002068566402,0.33547808423650327,0.3857148515725308,0.1639604399651171,0.4076875734429017,False,0.0
ethnicity,Chinese,BN,M1_lpm,0.04637636185538278,0.010315959630522191,0.02812162009862721,0.06792197220271012,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Chinese,BN,M2_logit,0.05662950185517453,0.007874204555462191,0.04175899542602228,0.07265902011676083,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Chinese,BN,M3_probit,0.05663086575416275,,,,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Chinese,BN,M2ml_logit_noprior,0.056631376571871346,,,,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Chinese,BN,M4_context,0.17623213189142292,,,,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Chinese,BN,M5_within_seat,0.057786425288009056,0.007406944465051725,0.04370325782876658,0.07369840114395715,0.0057893079728351,0.308742240784335,False,0.0
ethnicity,Indian,BN,M1_lpm,0.05506889593150499,0.048430962676332796,-0.033127035160990304,0.1523662204514865,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Indian,BN,M2_logit,0.0555098371991199,0.037426349875657086,0.00031127547333241413,0.13327999994572434,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Indian,BN,M3_probit,0.05548574249209891,,,,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Indian,BN,M2ml_logit_noprior,0.05547718805754124,,,,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Indian,BN,M4_context,0.2881907378912427,,,,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Indian,BN,M5_within_seat,0.07930593204132658,0.020217020273024175,0.043268654568124086,0.1187203342393997,0.0011556364025466,0.7936600502915842,False,0.0
ethnicity,Other,BN,M1_lpm,0.008567015521847724,0.11489695069016621,-0.22778545239688727,0.23101356523796848,0.0127799755871582,0.9338794358574642,True,0.004212960065310476
ethnicity,Other,BN,M2_logit,0.10027705617127729,0.05539504510958053,0.0008647053317947464,0.228151054271207,0.0127799755871582,0.9338794358574642,False,0.0
ethnicity,Other,BN,M3_probit,0.1002532722200205,,,,0.0127799755871582,0.9338794358574642,False,0.0
ethnicity,Other,BN,M2ml_logit_noprior,0.100242785977447,,,,0.0127799755871582,0.9338794358574642,False,0.0
ethnicity,Other,BN,M4_context,0.2699174685147566,,,,0.0127799755871582,0.9338794358574642,False,0.0
ethnicity,Other,BN,M5_within_seat,0.09383853472298029,0.03248744632478221,0.048945542959233056,0.17768061454279638,0.0127799755871582,0.9338794358574642,False,0.0
ethnicity,Malay,PH,M1_lpm,0.06197165644325973,0.006152514754187996,0.05082381451084986,0.0744989343551174,0.0158973753020175,0.3758674508308607,False,0.0
