dim,group,estimand,biv_valid_at1,biv_valid_at0,r2_valid,biv_reg_at1,biv_reg_at0,r2_reg,M1_lpm,M2_logit,lo,hi,reconciled,biv_minus_M1,biv_impossible
ethnicity,Malay,turnout,1.006497822484785,1.0087112169236305,0.0057515254647086955,0.7833834640055961,0.6849832777974332,0.1856008222291159,0.7855236871310096,0.7862891647693747,0.5816786555445449,0.9178874831185532,0.7776321420493914,-0.0021402231254135096,False
ethnicity,Malay,BN,0.4874642931935652,0.08177599656001018,0.5304997983504081,0.3756650366514186,0.046608794656205516,0.5547156306397039,0.3765555177881944,0.3666856172575977,0.1639604399651171,0.4076875734429017,0.3642503481084921,-0.0008904811367758114,False
ethnicity,Malay,PH,0.054109188889981286,0.8792083076801812,0.9323504535910946,0.04970222049036921,0.61513869971105,0.8809416862300931,0.0619716564432597,0.0566844703160165,0.0158973753020175,0.3758674508308607,0.0626632022308471,-0.012269435952890491,False
ethnicity,Malay,PN,0.45316863967320453,0.03489431871009104,0.6292337688571235,0.3488567720813327,0.014498526917423676,0.6591656257313829,0.3374678817088611,0.3383943819844961,0.139551843348873,0.361222727809823,0.3412714518093016,0.011388890372471594,False
ethnicity,Chinese,turnout,1.009005627515883,1.0066661257554272,0.00563372830574671,0.6771362116663916,0.7726416954572414,0.15486860824791915,0.6888681714720111,0.6884321829778612,0.4687223071325359,0.9429232408448032,0.6957484439425052,-0.011731959805619474,False
ethnicity,Chinese,BN,0.03839302805091149,0.4507014428328527,0.480428086952739,0.013672631141435965,0.3436731104862364,0.494171847400951,0.0463763618553827,0.0566295018551745,0.0057893079728351,0.308742240784335,0.0576135519351726,-0.032703730713946735,False
ethnicity,Chinese,PH,0.977596025507285,0.12320088669570407,0.8765328669803759,0.6810442495028369,0.09921230966688872,0.8262155283334613,0.6261065068887498,0.6277780830130097,0.2083640018265563,0.7693649380409557,0.626453816466359,0.054937742614087126,False
ethnicity,Chinese,PN,-0.020546347401765197,0.42125446319651993,0.6154975955977274,-0.026741939989379293,0.32091153066171424,0.6312223071811254,0.0066222802423396,0.0023932080617551,0.0002137237771351,0.2636903111192662,0.0026618876609301,-0.033364220231718894,True
ethnicity,Indian,turnout,1.0119600805939946,1.0071677112373731,0.0019913328336257363,0.5843109406395582,0.7492040569575741,0.03957193548654647,0.671516242202058,0.671930962401555,0.0393932908886629,0.9985501043282864,0.686616443432559,-0.08720530156249973,False
ethnicity,Indian,BN,-0.26403827748082237,0.3457739609576897,0.08852591170395585,-0.23097858354180983,0.2567796287331112,0.09254085386750666,0.0550688959315049,0.0555098371991199,0.0011556364025466,0.7936600502915842,0.0562542803495697,-0.2860474794733147,True
ethnicity,Indian,PH,1.5930227862643453,0.3414882265962919,0.15842747648341293,1.0803291510426927,0.2549066829681276,0.1425365595748077,0.6239165380097146,0.6399785187180626,0.003033545556685,0.9765448611631268,0.6231482120463793,0.4564126130329781,True
ethnicity,Indian,PN,-0.32404201837996455,0.30726379689945865,0.1058636996055119,-0.26836166017270324,0.22811793225729352,0.11034876221649093,-0.0111783512429567,0.0003378685613267,0.0,0.6881761275480177,0.0003502881959723,-0.25718330892974656,True
ethnicity,Other,turnout,0.9995155531075289,1.0077189539033815,0.001846597514949866,0.6855355732496435,0.7387149559111503,0.0013098386582565125,0.6237809236212055,0.6142063993992251,0.0352221421533302,0.9919555274497404,0.6453165979537617,0.06175464962843802,False
ethnicity,Other,BN,0.3381437010120453,0.30189719050279656,9.89809546357856e-05,0.2329375154298598,0.22132392069232668,1.66957770324494e-05,0.0085670155218477,0.1002770561712772,0.0127799755871582,0.9338794358574642,0.0964323430638509,0.2243704999080121,False
ethnicity,Other,PH,-0.2553169738884983,0.44793120634036554,0.015830810183898203,-0.19347178431046247,0.3280657995014022,0.0181089763299781,0.1873824074780725,0.1795071787807,0.0041913613835904,0.8941865082283041,0.170565576857562,-0.38085419178853497,True
ethnicity,Other,PN,0.9172876017308812,0.24530097744398352,0.03796031791425414,0.6468239063249326,0.18010184447504765,0.0310334674834295,0.427232707896608,0.427620505711163,0.0024265776431313,0.945806432636734,0.3742450322980842,0.21959119842832459,False
age,18-29,turnout,1.0037624913825667,1.008922848002817,0.049878031680528734,0.7343548043393029,0.7384445831145774,0.0005119423219263064,0.7412329236134743,0.7412122986110821,0.6351090070800582,0.8296211902243,0.7408669152950814,-0.006878119274171368,False
age,18-29,BN,0.2351944367070274,0.32846781614987647,0.04474042922116983,0.17175379031971322,0.24052720841808128,0.03869053195979577,0.1770102436708414,0.1762314147400424,0.1088344983766097,0.2621585899375058,0.1767509660307662,-0.005256453351128176,False
age,18-29,PH,0.4013817480363724,0.44028734196467356,0.00330731450996935,0.2935257099828097,0.32229924318554515,0.003642497367219555,0.3038057897325865,0.3032079595021055,0.2187998978540941,0.3845947697928739,0.3030563876967491,-0.010280079749776794,False
age,18-29,PN,0.3608838382910935,0.22567051664598503,0.10490906991715354,0.2644923291883465,0.16499707050060738,0.09319842933504863,0.2551646913680553,0.2554599868820948,0.1705934845504317,0.3371249856181932,0.2557987880403279,0.009327637820291168,False
age,30-39,turnout,1.0025419696203768,1.0088122370136439,0.04376438077633449,0.6967580847127195,0.748396197879002,0.05005164931709272,0.6984723706202365,0.6984068088658394,0.4890072158684389,0.895758205488662,0.6992538770058526,-0.001714285907516988,False
age,30-39,BN,0.27132672925321777,0.3111422486398145,0.004844938651423436,0.1881739111552449,0.23076302699766918,0.009099488753603224,0.2054008948299633,0.2058609501942845,0.0600477462545436,0.3783638998047725,0.2035345876930999,-0.017226983674718394,False
age,30-39,PH,0.3648847866483414,0.44664207563527536,0.008679668746916946,0.25276649160436593,0.331219038569546,0.01660669528759473,0.2569803604007965,0.259139368275445,0.1186429709100191,0.4666603148807962,0.2614813419096756,-0.004213868796430598,False
age,30-39,PN,0.3600312541678293,0.23721599214854908,0.05143722622923996,0.2515173990211717,0.17617951432340287,0.0327707913785098,0.2301601592425191,0.2309050193000926,0.0744489226532248,0.4145744722924314,0.2284250746345924,0.021357239778652615,False
age,40-49,turnout,1.0049209359055515,1.0080727491788621,0.009456417063386069,0.7585162740339503,0.7327576667590862,0.010268386341625968,0.750568342870075,0.7507574610606456,0.5145143772540979,0.9337695155634782,0.7503515295936641,0.007947931163875266,False
age,40-49,BN,0.28243030619234544,0.3073258055161448,0.0016198775506521823,0.21341383464432223,0.22339686193855837,0.0004122152390660938,0.2090599895748967,0.2075714956345368,0.0495536967749939,0.4196556249877569,0.2092357349040348,0.004353845069425544,False
