cluster,dim,group,estimand,registered,lo,hi
P.145 Bakri,ethnicity,Chinese,turnout,50238,0.5506389585572674,0.937656753851666
P.145 Bakri,ethnicity,Indian,turnout,2026,0.0,1.0
P.145 Bakri,ethnicity,Other,turnout,746,0.0,1.0
P.145 Bakri,ethnicity,Malay,BN,43398,0.0881607447347804,0.3643716300290336
P.145 Bakri,ethnicity,Chinese,BN,50238,0.011067319558899637,0.24837772204307496
P.145 Bakri,ethnicity,Indian,BN,2026,0.0,1.0
P.145 Bakri,ethnicity,Other,BN,746,0.0,1.0
P.145 Bakri,ethnicity,Malay,PH,43398,0.013226415963869302,0.5261302364164248
P.145 Bakri,ethnicity,Chinese,PH,50238,0.23959950634977506,0.7066762211871491
P.145 Bakri,ethnicity,Indian,PH,2026,0.0,1.0
P.145 Bakri,ethnicity,Other,PH,746,0.0,1.0
P.145 Bakri,ethnicity,Malay,PN,43398,0.0987833540716162,0.37596202589981104
P.145 Bakri,ethnicity,Chinese,PN,50238,0.0,0.23480234085751822
P.145 Bakri,ethnicity,Indian,PN,2026,0.0,0.9703849950641659
P.145 Bakri,ethnicity,Other,PN,746,0.0,0.9973190348525469
P.145 Bakri,age,18-29,turnout,23378,0.6411583540080418,0.8426725981692189
P.145 Bakri,age,30-39,turnout,19869,0.49428758367305853,0.9145402385625849
P.145 Bakri,age,40-49,turnout,16830,0.5237076648841354,0.9530005941770647
P.145 Bakri,age,50-59,turnout,14570,0.5806451612903226,0.971105010295127
P.145 Bakri,age,60-69,turnout,12267,0.5067253607238934,0.9656802804271623
P.145 Bakri,age,70+,turnout,9494,0.3963555930061091,0.8646513587528966
P.145 Bakri,age,18-29,BN,23378,0.08460946188724441,0.2163144837026264
P.145 Bakri,age,30-39,BN,19869,0.02078614927776939,0.30117268106094924
P.145 Bakri,age,40-49,BN,16830,0.01865715983363042,0.35014854426619135
P.145 Bakri,age,50-59,BN,14570,0.033218943033630745,0.40706932052161976
P.145 Bakri,age,60-69,BN,12267,0.022988505747126436,0.4375968044346621
P.145 Bakri,age,70+,BN,9494,0.021592584790393932,0.39751421950705706
P.145 Bakri,age,18-29,PH,23378,0.24826760201899223,0.4437933099495252
P.145 Bakri,age,30-39,PH,19869,0.13976546378781016,0.5663093260858624
P.145 Bakri,age,40-49,PH,16830,0.17439096850861557,0.6591800356506239
P.145 Bakri,age,50-59,PH,14570,0.17645847632120795,0.6773507206588881
P.145 Bakri,age,60-69,PH,12267,0.17290291024700416,0.7052254014836553
P.145 Bakri,age,70+,PH,9494,0.12523699178428482,0.5907941858015588
P.145 Bakri,age,18-29,PN,23378,0.15514586363247498,0.3249208657712379
