election,dim,design,thr,group,estimand,model,pred,truth_lo,truth_hi,truth_mid,truth_width,miss,inside,signed,se,n_pure,n_mixed,coverage
ge15,age,B,0.95,50-59,turnout,reconciled,0.8054955350148867,0.7897880928355197,0.7998385469223007,0.7948133198789102,0.010050454086781069,0.005656988092585968,False,0.010682215135976447,0.005899351950377465,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,turnout,M2_logit,0.8058430901949866,0.7897880928355197,0.7998385469223007,0.7948133198789102,0.010050454086781069,0.006004543272685847,False,0.011029770316076326,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,turnout,M3_probit,0.8058435686579808,0.7897880928355197,0.7998385469223007,0.7948133198789102,0.010050454086781069,0.006005021735680072,False,0.01103024877907055,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,turnout,M1_lpm,0.8059876762332121,0.7897880928355197,0.7998385469223007,0.7948133198789102,0.010050454086781069,0.006149129310911383,False,0.011174356354301862,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,turnout,bivariate,0.8398277099958394,0.7897880928355197,0.7998385469223007,0.7948133198789102,0.010050454086781069,0.039989163073538725,False,0.045014390116929204,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,BN,reconciled,0.24447895318019774,0.16480322906155398,0.17485368314833502,0.16982845610494451,0.010050454086781041,0.06962527003186272,False,0.07465049707525323,0.013555713720887982,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,BN,M2_logit,0.24241994794618982,0.16480322906155398,0.17485368314833502,0.16982845610494451,0.010050454086781041,0.0675662647978548,False,0.0725914918412453,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,BN,M3_probit,0.24241940262260858,0.16480322906155398,0.17485368314833502,0.16982845610494451,0.010050454086781041,0.06756571947427356,False,0.07259094651766407,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,BN,M1_lpm,0.243554984095234,0.16480322906155398,0.17485368314833502,0.16982845610494451,0.010050454086781041,0.06870130094689897,False,0.07372652799028948,,89,2099,0.1294920410088619
ge15,age,B,0.95,50-59,BN,bivariate,0.2702124307474708,0.16480322906155398,0.17485368314833502,0.16982845610494451,0.010050454086781041,0.09535874759913579,False,0.1003839746425263,,89,2099,0.1294920410088619
