election,eth,age,estimand,registered,share,rate,se_sampling,rmse_ident,error,lo,hi,bound_lo,bound_hi,cite
jhr_se15,Indian,50-59,PN,28158,0.010935846374622063,0.0288015622299323,0.012941738258860956,0.005689716822701296,0.02770898429049561,0.0010925779394366925,0.05651054652042791,0.0,0.7623765892463953,False
jhr_se15,Indian,60-69,PN,21012,0.00816052290729309,0.046199655217624216,0.015045750501156209,0.007780302154625605,0.03319916652289968,0.01300048869472454,0.0793988217405239,0.0,0.7159718256234533,False
jhr_se15,Indian,70+,PN,12196,0.004736614190812227,0.008551042869525996,0.00752929834328497,0.006832116589853822,0.019927345219494085,0.0,0.028478388089020083,0.0,0.6862085929813053,False
jhr_se15,Other,18-29,PN,24391,0.009472840007223763,0.12240312730554696,0.033620820218162546,0.05952068866405773,0.13398534670195458,0.0,0.25638847400750153,0.0,0.9087368291582961,False
jhr_se15,Other,30-39,PN,19578,0.007603594016703983,0.13928716397689198,0.04815447408804603,0.01620434743939418,0.09958332097912449,0.03970384299776748,0.23887048495601648,0.0,0.9412605986311166,False
jhr_se15,Other,40-49,PN,11384,0.004421254177452147,0.1833990127464791,0.04944449105197289,0.01978266956952851,0.10438010705000489,0.07901890569647421,0.28777911979648396,0.0,0.9485242445537596,False
jhr_se15,Other,50-59,PN,6474,0.0025143358700654606,0.13147929497227084,0.0675382193328286,0.02576946908186827,0.1416834179959979,0.0,0.2731627129682688,0.0,0.9737411183194316,False
jhr_se15,Other,60-69,PN,3549,0.001378340748047933,0.00563299272250518,0.03317455593130943,0.03837443429546944,0.09942337136377741,0.0,0.10505636408628259,0.0,0.9839391377852916,False
jhr_se15,Other,70+,PN,1304,0.0005064402184994379,0.007634081707906576,0.00984427936401823,0.04699192255572729,0.09410348892706936,0.0,0.10173757063497595,0.0,0.995398773006135,False
ge15,Malay,18-29,turnout,418053,0.1611887435118189,0.7981222239339725,0.008434734593389736,0.030258909756561283,0.061568537782568974,0.7365536861514035,0.8596907617165415,0.49828849452102963,0.9675974098977881,False
ge15,Malay,30-39,turnout,322091,0.12418866408437508,0.7375737065453625,0.007334907062451685,0.014276796350087384,0.03145954327204766,0.7061141632733148,0.7690332498174102,0.3449366793856395,0.9721631464399813,True
ge15,Malay,40-49,turnout,234120,0.09026967545021095,0.7850529632911735,0.007581535025114333,0.005277347659647193,0.01810535841348295,0.7669476048776905,0.8031583217046564,0.34984196138732276,0.9837946352297967,True
ge15,Malay,50-59,turnout,187795,0.07240813984782318,0.8432431298367598,0.00913457407800487,0.0022599043262245136,0.01844354908890336,0.8247995807478564,0.8616866789256631,0.38243829707926197,0.9965334540323225,True
ge15,Malay,60-69,turnout,132538,0.05110269197343267,0.8460647505679938,0.01111527024046265,0.0036177603396952956,0.02291083415916452,0.8231539164088293,0.8689755847271583,0.31077879551524845,0.9964236671746971,True
ge15,Malay,70+,turnout,84876,0.032725649126568016,0.6390882463929077,0.015612390331545748,0.005214751314622851,0.03226212173789213,0.6068261246550156,0.6713503681307998,0.21435977190254019,0.9868042791837505,True
ge15,Chinese,18-29,turnout,219348,0.08457403370345494,0.6596711952295968,0.007658759334293235,0.02299797981188055,0.047509836818812365,0.6121613584107845,0.7071810320484092,0.2992505060451885,0.9848551160712657,True
ge15,Chinese,30-39,turnout,174553,0.06730242037784329,0.6418113923973954,0.009426981588803911,0.006961466842360975,0.022968825340013432,0.6188425670573819,0.6647802177374088,0.17953286394390242,0.989636385510418,True
ge15,Chinese,40-49,turnout,176944,0.06822431852409928,0.7153814582569226,0.013072581746380041,0.0023295411686287625,0.026025903789222673,0.6893555544676999,0.7414073620461452,0.28445157790035264,0.9917544533863821,True
ge15,Chinese,50-59,turnout,160446,0.061863182757921346,0.76302905760465,0.008314001779847353,0.001965746685596281,0.0167447315793833,0.7462843260252667,0.7797737891840333,0.37365219450780945,0.9944903581267218,True
ge15,Chinese,60-69,turnout,126660,0.0488363108342889,0.7796090756222618,0.008202786833246697,0.0021293941187698097,0.016610353146324766,0.762998722475937,0.7962194287685865,0.33762040107374075,0.9855202905416075,True
ge15,Chinese,70+,turnout,101231,0.03903164836622375,0.5638558797484237,0.012838134527347217,0.0024218076638112098,0.025606546789666913,0.5382493329587568,0.5894624265380906,0.23871146190396222,0.9066886625638392,True
ge15,Indian,18-29,turnout,49587,0.019119265319279044,0.6939347644199628,0.03611714656837352,0.042064452224497596,0.10866722241904878,0.585267542000914,0.8026019868390116,0.008449795309254441,1.0,False
ge15,Indian,30-39,turnout,39980,0.015415093219286835,0.6367718697038972,0.032887544945286756,0.016374249267480108,0.07200717375924143,0.5647646959446557,0.7087790434631387,0.0023761880940470236,1.0,False
ge15,Indian,40-49,turnout,36931,0.014239489937005554,0.7645879951244134,0.03439909497747334,0.009057416089372279,0.06972022014980836,0.6948677749746051,0.8343082152742218,0.011453792207088895,1.0,False
ge15,Indian,50-59,turnout,27969,0.010784010561536606,0.7746892203204171,0.03677137201589301,0.01173145055186573,0.07565094069462933,0.6990382796257878,0.8503401610150464,0.024884693768100395,1.0,False
ge15,Indian,60-69,turnout,20690,0.007977445690521376,0.7493123874504323,0.034376505162504234,0.013719042085605536,0.07254532256475528,0.676767064885677,0.8218577100151876,0.022571290478492025,1.0,False
ge15,Indian,70+,turnout,11753,0.0045316055679409245,0.2568348606237189,0.12458048147000733,0.023859018593628902,0.24861538959558066,0.008219471028138248,0.5054502502192996,0.0011061005700672168,1.0,False
ge15,Other,18-29,turnout,25718,0.009916092231456198,0.6177472117428061,0.033239201274274044,0.05481497886595929,0.1256469524280465,0.49210025931475965,0.7433941641708526,0.019324986390854653,1.0,False
ge15,Other,30-39,turnout,19650,0.0075764527703598376,0.6542882598103485,0.05128149729797792,0.030752629691675,0.11719941564072758,0.537088844169621,0.7714876754510761,0.003460559796437659,1.0,False
ge15,Other,40-49,turnout,11446,0.004413235542470162,0.5555323914551945,0.11703274671155713,0.022959706646281896,0.23375670240335156,0.32177568905184295,0.7892890938585461,0.004280971518434387,1.0,False
ge15,Other,50-59,turnout,6439,0.0024826859739616788,0.7536239712091772,0.1169988128682507,0.034937459302400206,0.23932353067254694,0.5143004405366303,0.9929475018817242,0.008697002640161516,1.0,False
ge15,Other,60-69,turnout,3499,0.001349109834274253,0.6467833965561505,0.12981983626084942,0.07529498387751088,0.29414712314993396,0.3526362734062165,0.9409305197060844,0.0002857959416976279,1.0,False
ge15,Other,70+,turnout,1245,0.00048003479384722635,0.36832366185194704,0.11094734567915544,0.1831632902817967,0.4197243070638994,0.0,0.7880479689158464,0.0,1.0,False
ge15,Malay,18-29,BN,418053,0.1611887435118189,0.27715924133028186,0.011035726047566516,0.028881821229809895,0.0606000446141258,0.21655919671615606,0.33775928594440763,0.05710519957995756,0.41808335306767325,False
ge15,Malay,30-39,BN,322091,0.12418866408437508,0.3165195194575552,0.013291618520842964,0.015594724277776766,0.040161473643014506,0.2763580458145407,0.35668099310056967,0.04470786206382668,0.5897681090126703,True
ge15,Malay,40-49,BN,234120,0.09026967545021095,0.36435140412251915,0.011452913013296645,0.005354190455652278,0.024779591899568184,0.33957181222295096,0.38913099602208734,0.0449128651973347,0.7036776012301383,True
ge15,Malay,50-59,BN,187795,0.07240813984782318,0.4363399677252654,0.015970628871537107,0.0030917463652567305,0.03188359671095659,0.4044563710143088,0.468223564436222,0.04323331292100429,0.8065869698341276,True
ge15,Malay,60-69,BN,132538,0.05110269197343267,0.5781379614886105,0.02286888312661129,0.003250541279624314,0.04527353228719888,0.5328644292014116,0.6234114937758094,0.07133048635108422,0.9051441850639061,True
ge15,Malay,70+,BN,84876,0.032725649126568016,0.5007598601685065,0.022274510563348126,0.008437225449273772,0.046685068559079335,0.45407479160942715,0.5474449287275858,0.06584900325180262,0.8963429002309251,True
ge15,Chinese,18-29,BN,219348,0.08457403370345494,0.019247028398653856,0.007031733169136973,0.01826960234086442,0.03836915348920127,0.0,0.057616181887855125,0.0,0.3690209165344567,True
ge15,Chinese,30-39,BN,174553,0.06730242037784329,0.023819889793387488,0.0069421007904114694,0.0041706420087951725,0.01587321923631475,0.007946670557072738,0.03969310902970224,5.7289190102719516e-05,0.44605936305878446,True
ge15,Chinese,40-49,BN,176944,0.06822431852409928,0.043035581521128276,0.008517775095209039,0.001587748878873893,0.016982406294463865,0.02605317522666441,0.060017987815592144,0.0003277873225427254,0.4456381680079573,True
ge15,Chinese,50-59,BN,160446,0.061863182757921346,0.06109977866823379,0.008766928154490528,0.0014812208639643385,0.01742670869109756,0.04367306997713623,0.07852648735933135,0.00019321142315794723,0.4783416227266495,True
ge15,Chinese,60-69,BN,126660,0.0488363108342889,0.06727385505420605,0.009992848424153841,0.0016861680595296636,0.019862855296448143,0.04741099975775791,0.08713671035065419,0.003805463445444497,0.5054555502921206,True
ge15,Chinese,70+,BN,101231,0.03903164836622375,0.09513488087769813,0.011787543779284083,0.0016882565408626964,0.023339345416343697,0.07179553546135443,0.11847422629404182,0.0037439124378895795,0.45311218895397654,True
ge15,Indian,18-29,BN,49587,0.019119265319279044,0.011472317940309102,0.03076207666319765,0.021294013060870948,0.07332968389118774,0.0,0.08480200183149685,0.0,0.8073285336882651,False
ge15,Indian,30-39,BN,39980,0.015415093219286835,0.04288251532541163,0.0327551590701367,0.010654150998518446,0.06751087286037727,0.0,0.1103933881857889,0.0,0.855527763881941,False
ge15,Indian,40-49,BN,36931,0.014239489937005554,0.0639728884599869,0.03562139840267636,0.006534515827442294,0.07098296127886863,0.0,0.13495584973885555,0.0,0.8544583141534212,False
ge15,Indian,50-59,BN,27969,0.010784010561536606,0.09151702043951634,0.049545509368592804,0.011003107138343942,0.09947508554458571,0.0,0.19099210598410205,0.0,0.9323179234152097,False
ge15,Indian,60-69,BN,20690,0.007977445690521376,0.15574825064019496,0.06280328688153027,0.00943915979080212,0.12447698418077385,0.031271266459421104,0.28022523482096884,0.0,0.9650072498791686,False
