dim,group,estimand,model,estimate,se,ci_lo,ci_hi,lo,hi,violates,excess
ethnicity,Other,PN,M5_within_seat,0.18706249298909422,0.021744591214673144,0.1511116361183275,0.23396698441607217,0.0041691661667666,0.8891571685662868,False,0.0
age,18-29,turnout,M1_lpm,0.5146529597266616,0.010560324352352542,0.49491194043941006,0.5355200586401493,0.3894759510997829,0.6327601364108374,False,0.0
age,18-29,turnout,M2_logit,0.5146606359355476,0.010548818198791762,0.49493456478910747,0.5355099987739121,0.3894759510997829,0.6327601364108374,False,0.0
age,18-29,turnout,M3_probit,0.5146606581366661,,,,0.3894759510997829,0.6327601364108374,False,0.0
age,18-29,turnout,M2ml_logit_noprior,0.5146606638264803,,,,0.3894759510997829,0.6327601364108374,False,0.0
age,18-29,turnout,M4_context,0.6301143449896208,,,,0.3894759510997829,0.6327601364108374,False,0.0
age,18-29,turnout,M5_within_seat,0.5160392309277425,0.01041195303422891,0.4965160488732454,0.5361016983246681,0.3894759510997829,0.6327601364108374,False,0.0
age,30-39,turnout,M1_lpm,0.46446434450448815,0.008356470548473277,0.44996755920104314,0.48038087075654406,0.2295785894364744,0.7164822939376811,False,0.0
age,30-39,turnout,M2_logit,0.46440949296427236,0.008383524822834689,0.449871989223991,0.48038547869273723,0.2295785894364744,0.7164822939376811,False,0.0
age,30-39,turnout,M3_probit,0.46440941005429676,,,,0.2295785894364744,0.7164822939376811,False,0.0
age,30-39,turnout,M2ml_logit_noprior,0.4644094178877232,,,,0.2295785894364744,0.7164822939376811,False,0.0
age,30-39,turnout,M4_context,0.3436980519254981,,,,0.2295785894364744,0.7164822939376811,False,0.0
age,30-39,turnout,M5_within_seat,0.4623181854192558,0.008631429466587997,0.4462687531503328,0.4791505399553522,0.2295785894364744,0.7164822939376811,False,0.0
age,40-49,turnout,M1_lpm,0.5194152664491705,0.012239670645132447,0.49617465780712317,0.5435257673347745,0.2500841774612947,0.7892457047771524,False,0.0
