dim,group,estimand,model,estimate,se,ci_lo,ci_hi
ethnicity,Indian,PH,M1_lpm,0.08139628128872999,0.05615705211923937,-0.06106825931099871,0.17417230093213604
ethnicity,Indian,PH,M2_logit,0.1176005189017669,0.04011781334653864,0.02753854721559863,0.1938239729983241
ethnicity,Indian,PH,M3_probit,0.11760405456759643,,,
ethnicity,Indian,PH,M2ml_logit_noprior,0.11760371914163356,,,
ethnicity,Indian,PH,M4_context,0.11007556291195485,,,
ethnicity,Indian,PH,M5_within_seat,0.13038639598526222,0.018221606083405978,0.08960651976820307,0.16163423114735598
ethnicity,Other,PH,M1_lpm,0.012736021194851614,0.04487073229022447,-0.09059841705468641,0.08179784894411941
ethnicity,Other,PH,M2_logit,0.027730543810466,0.014981248487570757,0.0009368111891390578,0.06138157204920468
ethnicity,Other,PH,M3_probit,0.027649834388968286,,,
ethnicity,Other,PH,M2ml_logit_noprior,0.027625981260687535,,,
ethnicity,Other,PH,M4_context,0.00539751490397789,,,
ethnicity,Other,PH,M5_within_seat,0.016754664640363653,0.0054994044352189185,0.008001447533506392,0.028686135176642275
ethnicity,Malay,PN,M1_lpm,0.21831271643588984,0.007132058566679682,0.20557197016718287,0.2334158763785169
ethnicity,Malay,PN,M2_logit,0.21755053538131464,0.006823201505916798,0.2054845312005439,0.2315835295075925
ethnicity,Malay,PN,M3_probit,0.21755537930032953,,,
ethnicity,Malay,PN,M2ml_logit_noprior,0.2175568205518599,,,
ethnicity,Malay,PN,M4_context,0.17055692686359503,,,
ethnicity,Malay,PN,M5_within_seat,0.21083084236342617,0.006685381995110609,0.19913206364269678,0.22476883057507496
ethnicity,Chinese,PN,M1_lpm,0.009852194600615106,0.0037990312733384404,0.003369280522364572,0.01821455092748538
ethnicity,Chinese,PN,M2_logit,0.010428730651036446,0.0020506764782751525,0.00684411991022815,0.015287730729646159
ethnicity,Chinese,PN,M3_probit,0.010428203397891574,,,
ethnicity,Chinese,PN,M2ml_logit_noprior,0.010428311430430623,,,
ethnicity,Chinese,PN,M4_context,0.04314384124372512,,,
ethnicity,Chinese,PN,M5_within_seat,0.01328899083084019,0.0017407422385042406,0.010160045341973697,0.01690984450857432
ethnicity,Indian,PN,M1_lpm,0.0145663436614785,0.020033067372080313,-0.023277145738867855,0.05106086787328053
ethnicity,Indian,PN,M2_logit,0.022331358689122595,0.013120385499761314,0.0009008808797297457,0.04783758374755333
ethnicity,Indian,PN,M3_probit,0.022285981036829782,,,
ethnicity,Indian,PN,M2ml_logit_noprior,0.022273162314951255,,,
ethnicity,Indian,PN,M4_context,0.06792934666160638,,,
ethnicity,Indian,PN,M5_within_seat,0.04802360847338892,0.008235574142531853,0.031826153449368164,0.06441733326672021
ethnicity,Other,PN,M1_lpm,0.16980262527439616,0.03798901784104203,0.08864349149134695,0.22867174356065428
ethnicity,Other,PN,M2_logit,0.15751313749646934,0.035584955976960146,0.08100600564875272,0.21684105113273497
ethnicity,Other,PN,M3_probit,0.15751942982309824,,,
ethnicity,Other,PN,M2ml_logit_noprior,0.15751554616873756,,,
ethnicity,Other,PN,M4_context,0.2595991560918928,,,
ethnicity,Other,PN,M5_within_seat,0.18706249298909422,0.021744591214673144,0.1511116361183275,0.23396698441607217
age,18-29,turnout,M1_lpm,0.5146529597266616,0.010560324352352542,0.49491194043941006,0.5355200586401493
age,18-29,turnout,M2_logit,0.5146606359355476,0.010548818198791762,0.49493456478910747,0.5355099987739121
age,18-29,turnout,M3_probit,0.5146606581366661,,,
age,18-29,turnout,M2ml_logit_noprior,0.5146606638264803,,,
age,18-29,turnout,M4_context,0.6301143449896208,,,
age,18-29,turnout,M5_within_seat,0.5160392309277425,0.01041195303422891,0.4965160488732454,0.5361016983246681
age,30-39,turnout,M1_lpm,0.46446434450448815,0.008356470548473277,0.44996755920104314,0.48038087075654406
age,30-39,turnout,M2_logit,0.46440949296427236,0.008383524822834689,0.449871989223991,0.48038547869273723
age,30-39,turnout,M3_probit,0.46440941005429676,,,
age,30-39,turnout,M2ml_logit_noprior,0.4644094178877232,,,
age,30-39,turnout,M4_context,0.3436980519254981,,,
age,30-39,turnout,M5_within_seat,0.4623181854192558,0.008631429466587997,0.4462687531503328,0.4791505399553522
age,40-49,turnout,M1_lpm,0.5194152664491705,0.012239670645132447,0.49617465780712317,0.5435257673347745
age,40-49,turnout,M2_logit,0.5196559266639229,0.012250599328289268,0.4963600418428931,0.5436922542388882
age,40-49,turnout,M3_probit,0.5196559915915453,,,
age,40-49,turnout,M2ml_logit_noprior,0.5196559299218514,,,
age,40-49,turnout,M4_context,0.515084963001033,,,
age,40-49,turnout,M5_within_seat,0.5190524572746289,0.01124376127320662,0.49780756563130973,0.5403682369558861
age,50-59,turnout,M1_lpm,0.6250282905907436,0.01035242937352576,0.6052664172114929,0.6444408402389142
age,50-59,turnout,M2_logit,0.624598954441997,0.010264195539584006,0.6049897890817965,0.6436059495679913
age,50-59,turnout,M3_probit,0.6245990183357095,,,
age,50-59,turnout,M2ml_logit_noprior,0.6245991543164765,,,
age,50-59,turnout,M4_context,0.6169198757910302,,,
age,50-59,turnout,M5_within_seat,0.6263477604217477,0.010908745709895048,0.6049591189046379,0.6454280292143538
age,60-69,turnout,M1_lpm,0.6557652723040341,0.008700539085719832,0.6396865238394218,0.6726942073911452
age,60-69,turnout,M2_logit,0.6542597687224414,0.008564455631031797,0.6386224605943985,0.6709122932473126
age,60-69,turnout,M3_probit,0.6542602191890259,,,
age,60-69,turnout,M2ml_logit_noprior,0.6542605598106531,,,
age,60-69,turnout,M4_context,0.6603393305069942,,,
age,60-69,turnout,M5_within_seat,0.6564308359002301,0.009166487281806439,0.6387753370339225,0.6757690624295657
age,70+,turnout,M1_lpm,0.46254021713672744,0.012534215864417372,0.43941062130555075,0.4872042239595447
age,70+,turnout,M2_logit,0.4636077363333432,0.012679420655030492,0.4402030040257438,0.4883683498674097
age,70+,turnout,M3_probit,0.46360745763294403,,,
age,70+,turnout,M2ml_logit_noprior,0.4636071343825366,,,
age,70+,turnout,M4_context,0.441750776112558,,,
age,70+,turnout,M5_within_seat,0.4599010223969466,0.011513679822612961,0.4375513771888225,0.48312984954163785
age,18-29,BN,M1_lpm,0.21295230284385566,0.010772857393226403,0.19322377630458035,0.23451679698808872
age,18-29,BN,M2_logit,0.21304934328465172,0.010818606537001297,0.19328314340084257,0.2346601764662237
age,18-29,BN,M3_probit,0.21304916856489875,,,
age,18-29,BN,M2ml_logit_noprior,0.21304906810014312,,,
age,18-29,BN,M4_context,0.2757718900000582,,,
age,18-29,BN,M5_within_seat,0.21502251236072675,0.010754102248264875,0.19491857102600496,0.23575992303410212
age,30-39,BN,M1_lpm,0.20009732666921518,0.009240326472362522,0.18250612491469423,0.2178613101871749
age,30-39,BN,M2_logit,0.19971194646319906,0.009245816815705148,0.1821750095688421,0.21742171691877935
age,30-39,BN,M3_probit,0.1997117042832633,,,
age,30-39,BN,M2ml_logit_noprior,0.19971154888830928,,,
age,30-39,BN,M4_context,0.06987580346661819,,,
age,30-39,BN,M5_within_seat,0.1968022598373997,0.00906336812596299,0.17927958240090627,0.21450050974575763
age,40-49,BN,M1_lpm,0.20042989380002735,0.011151073815430568,0.17893506821329974,0.22253752344338584
age,40-49,BN,M2_logit,0.19935203964085021,0.011351867671462075,0.17737277752022357,0.22164736468190507
age,40-49,BN,M3_probit,0.19935166037343055,,,
age,40-49,BN,M2ml_logit_noprior,0.19935149513471603,,,
age,40-49,BN,M4_context,0.16802252562645392,,,
age,40-49,BN,M5_within_seat,0.19623927102458008,0.01039680921950766,0.1763501817895575,0.21680093957695806
age,50-59,BN,M1_lpm,0.24722038965724294,0.012148008271353582,0.22394623048002052,0.2721901722426181
age,50-59,BN,M2_logit,0.24705442544352504,0.012238137074535624,0.22419376909773103,0.27220997020515686
age,50-59,BN,M3_probit,0.2470541383337046,,,
age,50-59,BN,M2ml_logit_noprior,0.24705396749091563,,,
age,50-59,BN,M4_context,0.2456550916577198,,,
age,50-59,BN,M5_within_seat,0.2525032631720427,0.012963743500684159,0.22823037315365663,0.27880969902737995
age,60-69,BN,M1_lpm,0.28746604783666024,0.017529767924404378,0.2559339361693616,0.3231770761185438
age,60-69,BN,M2_logit,0.29145457105537015,0.017880581653447313,0.2589527447058095,0.327268102054585
age,60-69,BN,M3_probit,0.29145459698274356,,,
age,60-69,BN,M2ml_logit_noprior,0.2914545443201926,,,
age,60-69,BN,M4_context,0.2993753695171355,,,
age,60-69,BN,M5_within_seat,0.29322207077041945,0.017422901611914933,0.2608376322423715,0.33036076862751534
age,70+,BN,M1_lpm,0.240907376259257,0.01607589548000003,0.21256686063197436,0.2733990457389588
age,70+,BN,M2_logit,0.2383580925751987,0.01689503786399421,0.20812367483363775,0.27242096297219087
age,70+,BN,M3_probit,0.2383570543928199,,,
age,70+,BN,M2ml_logit_noprior,0.23835654627476713,,,
age,70+,BN,M4_context,0.2048310588941512,,,
age,70+,BN,M5_within_seat,0.23395607885117947,0.01506017684198007,0.20715800671664272,0.26211592946216555
age,18-29,PH,M1_lpm,0.11523531272861487,0.012387985438158064,0.08931064962622744,0.13846928181441895
age,18-29,PH,M2_logit,0.11500158455347917,0.012260874812965545,0.08945840948530255,0.1378110424958514
age,18-29,PH,M3_probit,0.11500129510090124,,,
age,18-29,PH,M2ml_logit_noprior,0.11500116744834595,,,
age,18-29,PH,M4_context,0.06203497522332316,,,
age,18-29,PH,M5_within_seat,0.11479095087142897,0.011930693163169822,0.09023731040542969,0.13707272904304324
age,30-39,PH,M1_lpm,0.09509035194987818,0.00881708858741742,0.07679348267724687,0.11199917622980693
age,30-39,PH,M2_logit,0.09665962344957943,0.008989286868755027,0.07861461471092464,0.11390660644589448
age,30-39,PH,M3_probit,0.09665907948672853,,,
age,30-39,PH,M2ml_logit_noprior,0.09665884997107838,,,
age,30-39,PH,M4_context,0.12491482136611937,,,
age,30-39,PH,M5_within_seat,0.09725799889208449,0.009250150808104974,0.07850368500186766,0.11457115934888525
age,40-49,PH,M1_lpm,0.1418666440737379,0.013982536416244173,0.11392448839194838,0.1673923800412031
age,40-49,PH,M2_logit,0.14199780520144006,0.014062202188708343,0.11465352556088003,0.1670700624998043
age,40-49,PH,M3_probit,0.1419974295960657,,,
age,40-49,PH,M2ml_logit_noprior,0.14199723741336281,,,
age,40-49,PH,M4_context,0.14325496772622498,,,
age,40-49,PH,M5_within_seat,0.1438754008360697,0.013765482966878914,0.11633299041581979,0.16852615254704792
age,50-59,PH,M1_lpm,0.19196315819743937,0.01798213067600327,0.15342016786851492,0.2248111751049485
age,50-59,PH,M2_logit,0.19141900206914678,0.017471829527040843,0.1539825234818357,0.22457199196906313
age,50-59,PH,M3_probit,0.19141861559425905,,,
age,50-59,PH,M2ml_logit_noprior,0.19141841523881384,,,
age,50-59,PH,M4_context,0.19628801071641655,,,
age,50-59,PH,M5_within_seat,0.18997151605108145,0.01730112604631068,0.15205993836338746,0.22317357471618382
age,60-69,PH,M1_lpm,0.2222145072058382,0.018812747680608255,0.18566725697853265,0.25611871929132646
age,60-69,PH,M2_logit,0.21520418210477613,0.01865566391580284,0.17843084515745752,0.2495194975737383
age,60-69,PH,M3_probit,0.2152041325604223,,,
age,60-69,PH,M2ml_logit_noprior,0.21520405915891297,,,
age,60-69,PH,M4_context,0.000712842378459142,,,
age,60-69,PH,M5_within_seat,0.21386256500551126,0.01806426859178609,0.1777249228759652,0.24817322307132272
age,70+,PH,M1_lpm,0.12923646942947042,0.01245994637863621,0.10229152827287763,0.15161739834807447
age,70+,PH,M2_logit,0.13695391410821586,0.012154271179946859,0.1112095555408678,0.15796458632283036
age,70+,PH,M3_probit,0.13695236398462635,,,
age,70+,PH,M2ml_logit_noprior,0.13695164752731753,,,
age,70+,PH,M4_context,0.22591307192390103,,,
age,70+,PH,M5_within_seat,0.13683132120544675,0.012075656570102513,0.1104069247550185,0.1573372413032284
age,18-29,PN,M1_lpm,0.1418410493703524,0.008737072593724653,0.12697628361226876,0.16287590368356097
age,18-29,PN,M2_logit,0.14205009903872173,0.008775721338711313,0.12711046550536756,0.16321547111030515
age,18-29,PN,M3_probit,0.14204971780798648,,,
age,18-29,PN,M2ml_logit_noprior,0.1420497906554604,,,
age,18-29,PN,M4_context,0.18125498540197837,,,
age,18-29,PN,M5_within_seat,0.14304367344057112,0.0086582418826729,0.1284679322140653,0.16358674864559064
age,30-39,PN,M1_lpm,0.13798912401513694,0.00800574525778349,0.12388980470586476,0.15402019106289205
age,30-39,PN,M2_logit,0.1381546001737408,0.008029425961634116,0.12393183470969947,0.15465244695238017
age,30-39,PN,M3_probit,0.13815434550750272,,,
age,30-39,PN,M2ml_logit_noprior,0.13815414636122247,,,
age,30-39,PN,M4_context,0.053886242412687205,,,
age,30-39,PN,M5_within_seat,0.1362620893581892,0.007722813891396345,0.12272188917559083,0.15168983068238193
age,40-49,PN,M1_lpm,0.13390981731337867,0.009000338660123347,0.11698725021510671,0.1541162732425642
age,40-49,PN,M2_logit,0.1341450554065863,0.009071161715802611,0.11705460480650763,0.154578494730107
age,40-49,PN,M3_probit,0.13414482909821196,,,
age,40-49,PN,M2ml_logit_noprior,0.13414456027675875,,,
age,40-49,PN,M4_context,0.10317724567458028,,,
age,40-49,PN,M5_within_seat,0.13387279245589856,0.008787519764963737,0.11749190946008126,0.15277465625726605
age,50-59,PN,M1_lpm,0.12747233365310554,0.008497159966450035,0.11201409113807928,0.14454632378425927
age,50-59,PN,M2_logit,0.1284554541249791,0.008569856856005104,0.11263494861672321,0.14558182726962676
age,50-59,PN,M3_probit,0.12845478772970326,,,
age,50-59,PN,M2ml_logit_noprior,0.12845460690303248,,,
age,50-59,PN,M4_context,0.1250966899502081,,,
age,50-59,PN,M5_within_seat,0.13109726844349473,0.008739861944256832,0.1149970005246658,0.14878564838164415
age,60-69,PN,M1_lpm,0.0946140864149746,0.007004397807073613,0.08227108354834599,0.10835155836616142
age,60-69,PN,M2_logit,0.09717324452244325,0.0075517408252350786,0.08392047604749146,0.11226153008567058
age,60-69,PN,M3_probit,0.09717445260228841,,,
age,60-69,PN,M2ml_logit_noprior,0.09717457986502823,,,
age,60-69,PN,M4_context,0.09757020826128819,,,
age,60-69,PN,M5_within_seat,0.09670065569709412,0.0074083083995460566,0.08427409336799811,0.11198374320411061
age,70+,PN,M1_lpm,0.05345527180609031,0.004218510498339799,0.046140250147885434,0.06206717525572216
age,70+,PN,M2_logit,0.04609941016363795,0.004064286048823588,0.03915166625868312,0.0545488403241066
age,70+,PN,M3_probit,0.046094240073399594,,,
age,70+,PN,M2ml_logit_noprior,0.046092547982905234,,,
age,70+,PN,M4_context,0.03092731796149583,,,
age,70+,PN,M5_within_seat,0.04500647691329131,0.0034161451780785747,0.039141012785127875,0.05166238736201373
