cluster,dim,group,estimand,registered,lo,hi
N.09 Gambir,age,18-29,PH,7325,0.0468259385665529,0.17378839590443687
N.09 Gambir,age,30-39,PH,6147,0.02244997559785261,0.31739059703920613
N.09 Gambir,age,40-49,PH,5063,0.010863124629666206,0.3412996247284219
N.09 Gambir,age,50-59,PH,4642,0.013140887548470486,0.4073675140025851
N.09 Gambir,age,60-69,PH,3361,0.0,0.47813150847961916
N.09 Gambir,age,70+,PH,2861,0.029010835372247464,0.34183851800069903
N.09 Gambir,age,18-29,PN,7325,0.07822525597269625,0.30621160409556314
N.09 Gambir,age,30-39,PN,6147,0.01838295103302424,0.42947779404587605
N.09 Gambir,age,40-49,PN,5063,0.0,0.36875370333794194
N.09 Gambir,age,50-59,PN,4642,0.0,0.39207238259370963
N.09 Gambir,age,60-69,PN,3361,0.0,0.34543290687295447
N.09 Gambir,age,70+,PN,2861,0.0,0.26319468717231737
N.10 Tangkak,ethnicity,Malay,turnout,13932,0.27182026988228536,0.8968561584840654
N.10 Tangkak,ethnicity,Chinese,turnout,17067,0.2523583523759302,0.7915275092283354
N.10 Tangkak,ethnicity,Indian,turnout,3558,0.0,1.0
N.10 Tangkak,ethnicity,Other,turnout,770,0.03766233766233766,1.0
N.10 Tangkak,ethnicity,Malay,BN,13932,0.08950617283950617,0.5198822853861613
N.10 Tangkak,ethnicity,Chinese,BN,17067,0.0018163707740083202,0.3139977734809867
N.10 Tangkak,ethnicity,Indian,BN,3558,0.0,0.8870151770657673
N.10 Tangkak,ethnicity,Other,BN,770,0.0,1.0
N.10 Tangkak,ethnicity,Malay,PH,13932,0.0,0.3813522825150732
N.10 Tangkak,ethnicity,Chinese,PH,17067,0.09117009433409504,0.4663971406808461
N.10 Tangkak,ethnicity,Indian,PH,3558,0.0,0.9033164699269253
N.10 Tangkak,ethnicity,Other,PH,770,0.0,0.7623376623376623
N.10 Tangkak,ethnicity,Malay,PN,13932,0.022753373528567326,0.21202985931668103
N.10 Tangkak,ethnicity,Chinese,PN,17067,0.0,0.14624714361047636
N.10 Tangkak,ethnicity,Indian,PN,3558,0.0,0.5413153456998314
N.10 Tangkak,ethnicity,Other,PN,770,0.0,0.7636363636363637
N.10 Tangkak,age,18-29,turnout,8970,0.362876254180602,0.6721293199554069
N.10 Tangkak,age,30-39,turnout,7420,0.18059299191374664,0.7650943396226415
N.10 Tangkak,age,40-49,turnout,6078,0.17900625205659756,0.8609740046067785
N.10 Tangkak,age,50-59,turnout,5207,0.2873055502208565,0.934127136546956
N.10 Tangkak,age,60-69,turnout,4220,0.30497630331753556,0.9616113744075829
N.10 Tangkak,age,70+,turnout,3432,0.24825174825174826,0.7963286713286714
N.10 Tangkak,age,18-29,BN,8970,0.10635451505016723,0.3093645484949833
N.10 Tangkak,age,30-39,BN,7420,0.028975741239892182,0.3858490566037736
N.10 Tangkak,age,40-49,BN,6078,0.0034550839091806516,0.47482724580454094
N.10 Tangkak,age,50-59,BN,5207,0.0015363933166890724,0.4876128288841943
N.10 Tangkak,age,60-69,BN,4220,0.00047393364928909954,0.5255924170616114
N.10 Tangkak,age,70+,BN,3432,0.006993006993006993,0.4831002331002331
N.10 Tangkak,age,18-29,PH,8970,0.09866220735785954,0.25317725752508363
N.10 Tangkak,age,30-39,PH,7420,0.04339622641509434,0.3622641509433962
N.10 Tangkak,age,40-49,PH,6078,0.043928923988154,0.46561368871339254
N.10 Tangkak,age,50-59,PH,5207,0.06491261763011331,0.5350489725369695
N.10 Tangkak,age,60-69,PH,4220,0.09004739336492891,0.5992890995260663
N.10 Tangkak,age,70+,PH,3432,0.10402097902097902,0.47494172494172493
N.10 Tangkak,age,18-29,PN,8970,0.043478260869565216,0.16633221850613156
N.10 Tangkak,age,30-39,PN,7420,0.00862533692722372,0.2353099730458221
N.10 Tangkak,age,40-49,PN,6078,0.0,0.2464626521882198
N.10 Tangkak,age,50-59,PN,5207,0.0,0.2093335893988861
N.10 Tangkak,age,60-69,PN,4220,0.0,0.17843601895734598
N.10 Tangkak,age,70+,PN,3432,0.0,0.11800699300699301
N.11 Serom,ethnicity,Malay,turnout,25977,0.38892096854910113,0.7853485775878661
N.11 Serom,ethnicity,Chinese,turnout,12339,0.11646000486263068,0.9307885566091255
N.11 Serom,ethnicity,Indian,turnout,387,0.0,1.0
N.11 Serom,ethnicity,Other,turnout,295,0.0,1.0
N.11 Serom,ethnicity,Malay,BN,25977,0.07918543326789082,0.3203218231512492
N.11 Serom,ethnicity,Chinese,BN,12339,8.104384471999351e-05,0.4896669097982008
N.11 Serom,ethnicity,Indian,BN,387,0.0,1.0
N.11 Serom,ethnicity,Other,BN,295,0.0,1.0
N.11 Serom,ethnicity,Malay,PH,25977,0.001963275204989029,0.20017707972437157
N.11 Serom,ethnicity,Chinese,PH,12339,0.015479374341518762,0.4322878677364454
N.11 Serom,ethnicity,Indian,PH,387,0.0,0.9819121447028424
N.11 Serom,ethnicity,Other,PH,295,0.0,1.0
N.11 Serom,ethnicity,Malay,PN,25977,0.08184162913346422,0.29391384686453403
N.11 Serom,ethnicity,Chinese,PN,12339,0.0,0.424912877866926
N.11 Serom,ethnicity,Indian,PN,387,0.0,1.0
N.11 Serom,ethnicity,Other,PN,295,0.0,1.0
N.11 Serom,age,18-29,turnout,10272,0.4054711838006231,0.6851635514018691
N.11 Serom,age,30-39,turnout,8616,0.21599350046425256,0.7676415970287837
N.11 Serom,age,40-49,turnout,6424,0.13060398505603985,0.9525217932752179
N.11 Serom,age,50-59,turnout,5696,0.18328651685393257,0.9950842696629213
N.11 Serom,age,60-69,turnout,4489,0.14702606371129429,0.9953218979728224
N.11 Serom,age,70+,turnout,3501,0.07569265924021708,0.9497286489574407
N.11 Serom,age,18-29,BN,10272,0.0931658878504673,0.3109423676012461
N.11 Serom,age,30-39,BN,8616,0.02007892293407614,0.4032033426183844
N.11 Serom,age,40-49,BN,6424,0.0,0.5068493150684932
N.11 Serom,age,50-59,BN,5696,0.0,0.5849719101123596
N.11 Serom,age,60-69,BN,4489,0.0,0.6168411672978391
N.11 Serom,age,70+,BN,3501,0.0005712653527563553,0.622107969151671
N.11 Serom,age,18-29,PH,10272,0.054322429906542055,0.18847352024922118
N.11 Serom,age,30-39,PH,8616,0.019498607242339833,0.25998142989786444
N.11 Serom,age,40-49,PH,6424,0.010740971357409713,0.3933686176836862
N.11 Serom,age,50-59,PH,5696,0.0,0.4359199438202247
N.11 Serom,age,60-69,PH,4489,0.0,0.42192024949877477
N.11 Serom,age,70+,PH,3501,0.0,0.38160525564124537
N.11 Serom,age,18-29,PN,10272,0.10621105919003115,0.3110397196261682
N.11 Serom,age,30-39,PN,8616,0.04155060352831941,0.44103992571959144
N.11 Serom,age,40-49,PN,6424,0.0,0.5549501867995019
N.11 Serom,age,50-59,PN,5696,0.0,0.5172050561797753
N.11 Serom,age,60-69,PN,4489,0.007796836711962575,0.398752506126086
N.11 Serom,age,70+,PN,3501,0.0,0.36275349900028564
N.12 Bentayan,ethnicity,Malay,turnout,9057,0.012476537484818372,0.9726178646350889
N.12 Bentayan,ethnicity,Chinese,turnout,24612,0.29534373476353,0.6809686331870632
N.12 Bentayan,ethnicity,Indian,turnout,810,0.0,1.0
N.12 Bentayan,ethnicity,Other,turnout,235,0.0,1.0
N.12 Bentayan,ethnicity,Malay,BN,9057,0.0,0.3672297670310257
N.12 Bentayan,ethnicity,Chinese,BN,24612,0.0020721599219892736,0.13911912888022104
N.12 Bentayan,ethnicity,Indian,BN,810,0.0,1.0
N.12 Bentayan,ethnicity,Other,BN,235,0.0,1.0
N.12 Bentayan,ethnicity,Malay,PH,9057,0.0,0.79242574804019
N.12 Bentayan,ethnicity,Chinese,PH,24612,0.12713310580204779,0.44137006338371526
N.12 Bentayan,ethnicity,Indian,PH,810,0.0,1.0
N.12 Bentayan,ethnicity,Other,PH,235,0.0,1.0
N.12 Bentayan,ethnicity,Malay,PN,9057,0.0,0.2703985867284973
N.12 Bentayan,ethnicity,Chinese,PN,24612,0.00016252234682268812,0.09978872094913051
N.12 Bentayan,ethnicity,Indian,PN,810,0.0,0.9580246913580247
N.12 Bentayan,ethnicity,Other,PN,235,0.0,1.0
N.12 Bentayan,age,18-29,turnout,6202,0.3111899387294421,0.6014188971299581
N.12 Bentayan,age,30-39,turnout,6259,0.18054002236779038,0.6740693401501837
N.12 Bentayan,age,40-49,turnout,5892,0.19721656483367278,0.8148336727766463
N.12 Bentayan,age,50-59,turnout,5723,0.23886073737550237,0.9093132972217368
N.12 Bentayan,age,60-69,turnout,5618,0.28515485938056245,0.8392666429334282
N.12 Bentayan,age,70+,turnout,5020,0.2047808764940239,0.6079681274900398
N.12 Bentayan,age,18-29,BN,6202,0.04950016123831022,0.17139632376652691
N.12 Bentayan,age,30-39,BN,6259,0.011822974916120787,0.19811471481067264
N.12 Bentayan,age,40-49,BN,5892,0.014086897488119483,0.20960624575695858
N.12 Bentayan,age,50-59,BN,5723,0.013454481915079504,0.23728813559322035
N.12 Bentayan,age,60-69,BN,5618,0.016019935920256318,0.21413314346742612
N.12 Bentayan,age,70+,BN,5020,0.015338645418326692,0.16334661354581673
N.12 Bentayan,age,18-29,PH,6202,0.14866172202515318,0.3734279264753305
N.12 Bentayan,age,30-39,PH,6259,0.05943441444320179,0.4404857005911487
N.12 Bentayan,age,40-49,PH,5892,0.08469110658520027,0.6043788187372708
N.12 Bentayan,age,50-59,PH,5723,0.10239384937969596,0.7244452210379172
N.12 Bentayan,age,60-69,PH,5618,0.14400142399430402,0.6612673549305803
N.12 Bentayan,age,70+,PH,5020,0.09163346613545817,0.4346613545816733
N.12 Bentayan,age,18-29,PN,6202,0.05401483392454047,0.16930022573363432
N.12 Bentayan,age,30-39,PN,6259,0.015337913404697236,0.18405496085636683
N.12 Bentayan,age,40-49,PN,5892,0.01120162932790224,0.1680244399185336
N.12 Bentayan,age,50-59,PN,5723,0.006814607723222087,0.16302638476323605
N.12 Bentayan,age,60-69,PN,5618,0.004271982912068352,0.10145959416162335
N.12 Bentayan,age,70+,PN,5020,0.0037848605577689245,0.05936254980079681
N.13 Simpang Jeram,ethnicity,Malay,turnout,20861,0.23368966013134557,0.890896888931499
N.13 Simpang Jeram,ethnicity,Chinese,turnout,17752,0.10933979269941416,0.8753943217665615
N.13 Simpang Jeram,ethnicity,Indian,turnout,1017,0.0,1.0
N.13 Simpang Jeram,ethnicity,Other,turnout,377,0.0,1.0
N.13 Simpang Jeram,ethnicity,Malay,BN,20861,0.01155265807008293,0.2818177460332678
N.13 Simpang Jeram,ethnicity,Chinese,BN,17752,0.0,0.3134858044164038
N.13 Simpang Jeram,ethnicity,Indian,BN,1017,0.0,1.0
N.13 Simpang Jeram,ethnicity,Other,BN,377,0.0,1.0
N.13 Simpang Jeram,ethnicity,Malay,PH,20861,0.0001438090216192896,0.3966732179665404
N.13 Simpang Jeram,ethnicity,Chinese,PH,17752,0.011716989634970707,0.48563542136097343
N.13 Simpang Jeram,ethnicity,Indian,PH,1017,0.0,1.0
N.13 Simpang Jeram,ethnicity,Other,PH,377,0.0,1.0
N.13 Simpang Jeram,ethnicity,Malay,PN,20861,0.019318345237524567,0.2962945208762763
N.13 Simpang Jeram,ethnicity,Chinese,PN,17752,0.0,0.322611536728256
N.13 Simpang Jeram,ethnicity,Indian,PN,1017,0.0,0.9980334316617503
N.13 Simpang Jeram,ethnicity,Other,PN,377,0.0,1.0
N.13 Simpang Jeram,age,18-29,turnout,11130,0.425696316262354,0.5976639712488769
N.13 Simpang Jeram,age,30-39,turnout,9298,0.23155517315551732,0.696601419660142
N.13 Simpang Jeram,age,40-49,turnout,7094,0.21482943332393573,0.853679165491965
N.13 Simpang Jeram,age,50-59,turnout,5383,0.28794352591491734,0.9385101244659112
N.13 Simpang Jeram,age,60-69,turnout,4142,0.17069048768710768,0.9802028005794302
N.13 Simpang Jeram,age,70+,turnout,2960,0.07331081081081081,0.8733108108108109
N.13 Simpang Jeram,age,18-29,BN,11130,0.07987421383647798,0.18571428571428572
N.13 Simpang Jeram,age,30-39,BN,9298,0.024198752419875243,0.2584426758442676
N.13 Simpang Jeram,age,40-49,BN,7094,0.010149422046800112,0.3060332675500423
N.13 Simpang Jeram,age,50-59,BN,5383,0.0,0.3668957830206205
N.13 Simpang Jeram,age,60-69,BN,4142,0.0,0.4604056011588605
N.13 Simpang Jeram,age,70+,BN,2960,0.0,0.46824324324324323
N.13 Simpang Jeram,age,18-29,PH,11130,0.1481581311769991,0.25705300988319857
N.13 Simpang Jeram,age,30-39,PH,9298,0.06098085609808561,0.3430845343084534
N.13 Simpang Jeram,age,40-49,PH,7094,0.035382012968705946,0.4746264448829997
N.13 Simpang Jeram,age,50-59,PH,5383,0.016347761471298534,0.5378041984023778
N.13 Simpang Jeram,age,60-69,PH,4142,0.008932882665379043,0.5321100917431193
N.13 Simpang Jeram,age,70+,PH,2960,0.010135135135135136,0.46959459459459457
N.13 Simpang Jeram,age,18-29,PN,11130,0.10017969451931716,0.2320754716981132
N.13 Simpang Jeram,age,30-39,PN,9298,0.03301785330178533,0.32340288234028824
N.13 Simpang Jeram,age,40-49,PN,7094,0.010854243022272343,0.34212010149422045
N.13 Simpang Jeram,age,50-59,PN,5383,0.0035296303176667286,0.3583503622515326
N.13 Simpang Jeram,age,60-69,PN,4142,0.0,0.3367938194109126
N.13 Simpang Jeram,age,70+,PN,2960,0.0,0.3206081081081081
N.14 Bukit Naning,ethnicity,Malay,turnout,13359,0.570476832098211,0.7438431020285949
N.14 Bukit Naning,ethnicity,Chinese,turnout,7939,0.42121173951379265,0.7065121551832725
N.14 Bukit Naning,ethnicity,Indian,turnout,198,0.0,1.0
N.14 Bukit Naning,ethnicity,Other,turnout,128,0.0,1.0
N.14 Bukit Naning,ethnicity,Malay,BN,13359,0.2527883823639494,0.35646380717119547
N.14 Bukit Naning,ethnicity,Chinese,BN,7939,0.010202796321954906,0.17218793298904145
N.14 Bukit Naning,ethnicity,Indian,BN,198,0.0,1.0
N.14 Bukit Naning,ethnicity,Other,BN,128,0.0,1.0
N.14 Bukit Naning,ethnicity,Malay,PH,13359,0.04671008309005165,0.12313795942810091
N.14 Bukit Naning,ethnicity,Chinese,PH,7939,0.1971281017760423,0.32397027333417305
N.14 Bukit Naning,ethnicity,Indian,PH,198,0.0,0.8686868686868687
N.14 Bukit Naning,ethnicity,Other,PH,128,0.0,1.0
N.14 Bukit Naning,ethnicity,Malay,PN,13359,0.1845197993861816,0.26326820869825585
N.14 Bukit Naning,ethnicity,Chinese,PN,7939,0.0,0.12306335810555485
N.14 Bukit Naning,ethnicity,Indian,PN,198,0.0,0.8535353535353535
N.14 Bukit Naning,ethnicity,Other,PN,128,0.0,1.0
N.14 Bukit Naning,age,18-29,turnout,5115,0.44007820136852394,0.7470185728250245
N.14 Bukit Naning,age,30-39,turnout,4393,0.23878898247211472,0.8766218984748464
N.14 Bukit Naning,age,40-49,turnout,3924,0.2910295616717635,0.913098878695209
N.14 Bukit Naning,age,50-59,turnout,3563,0.4538310412573674,0.9461128262699972
N.14 Bukit Naning,age,60-69,turnout,2710,0.3022140221402214,0.9490774907749078
N.14 Bukit Naning,age,70+,turnout,1919,0.28139656070870245,0.8754559666492965
N.14 Bukit Naning,age,18-29,BN,5115,0.1573802541544477,0.33685239491691105
N.14 Bukit Naning,age,30-39,BN,4393,0.012519918051445481,0.35283405417709995
N.14 Bukit Naning,age,40-49,BN,3924,0.009174311926605505,0.3985728848114169
N.14 Bukit Naning,age,50-59,BN,3563,0.04378332865562728,0.4802133033960146
N.14 Bukit Naning,age,60-69,BN,2710,0.0,0.5675276752767527
N.14 Bukit Naning,age,70+,BN,1919,0.018238665971860343,0.5450755601875977
N.14 Bukit Naning,age,18-29,PH,5115,0.05650048875855328,0.20058651026392962
N.14 Bukit Naning,age,30-39,PH,4393,0.0,0.316867744138402
N.14 Bukit Naning,age,40-49,PH,3924,0.0,0.35524974515800206
N.14 Bukit Naning,age,50-59,PH,3563,0.03311815885489756,0.3802975021049677
N.14 Bukit Naning,age,60-69,PH,2710,0.03579335793357934,0.40811808118081183
N.14 Bukit Naning,age,70+,PH,1919,0.02553413236060448,0.2944241792600313
N.14 Bukit Naning,age,18-29,PN,5115,0.13528836754643206,0.2991202346041056
N.14 Bukit Naning,age,30-39,PN,4393,0.02139767812428864,0.3416799453676303
N.14 Bukit Naning,age,40-49,PN,3924,0.0127420998980632,0.368756371049949
N.14 Bukit Naning,age,50-59,PN,3563,0.0070165590794274485,0.33398821218074654
N.14 Bukit Naning,age,60-69,PN,2710,0.0,0.32693726937269374
N.14 Bukit Naning,age,70+,PN,1919,0.0,0.2683689421573736
N.15 Maharani,ethnicity,Malay,turnout,23043,0.29614199539990455,0.8148244586208393
N.15 Maharani,ethnicity,Chinese,turnout,13735,0.07411721878412814,0.9356388787768475
N.15 Maharani,ethnicity,Indian,turnout,840,0.0,1.0
N.15 Maharani,ethnicity,Other,turnout,396,0.0,1.0
N.15 Maharani,ethnicity,Malay,BN,23043,0.016143731284988933,0.2339105151238988
N.15 Maharani,ethnicity,Chinese,BN,13735,0.0,0.35893702220604295
N.15 Maharani,ethnicity,Indian,BN,840,0.0,0.969047619047619
N.15 Maharani,ethnicity,Other,BN,396,0.0,1.0
N.15 Maharani,ethnicity,Malay,PH,23043,0.0016056937030768563,0.27526797725990537
N.15 Maharani,ethnicity,Chinese,PH,13735,0.0,0.46093920640698943
N.15 Maharani,ethnicity,Indian,PH,840,0.0,1.0
N.15 Maharani,ethnicity,Other,PH,396,0.0,1.0
N.15 Maharani,ethnicity,Malay,PN,23043,0.05420301176062145,0.30968189905828236
N.15 Maharani,ethnicity,Chinese,PN,13735,0.0,0.4180560611576265
N.15 Maharani,ethnicity,Indian,PN,840,0.0,0.9511904761904761
N.15 Maharani,ethnicity,Other,PN,396,0.0,1.0
N.15 Maharani,age,18-29,turnout,9638,0.4057895829010168,0.6384104586013696
N.15 Maharani,age,30-39,turnout,8145,0.22553713934929404,0.7408225905463475
N.15 Maharani,age,40-49,turnout,6481,0.2008949236228977,0.8554235457491128
N.15 Maharani,age,50-59,turnout,5426,0.3258385551050498,0.9072981938813122
N.15 Maharani,age,60-69,turnout,4564,0.2933829973707274,0.8529798422436459
N.15 Maharani,age,70+,turnout,3760,0.18457446808510639,0.7513297872340425
N.15 Maharani,age,18-29,BN,9638,0.08144843328491388,0.1962025316455696
N.15 Maharani,age,30-39,BN,8145,0.014364640883977901,0.2514426028238183
N.15 Maharani,age,40-49,BN,6481,0.004628915290850177,0.2919302576762845
N.15 Maharani,age,50-59,BN,5426,0.0011057869517139699,0.32731293770733505
N.15 Maharani,age,60-69,BN,4564,0.040534618755477654,0.4180543382997371
N.15 Maharani,age,70+,BN,3760,0.0,0.3191489361702128
N.15 Maharani,age,18-29,PH,9638,0.08808881510686864,0.2119734384727122
N.15 Maharani,age,30-39,PH,8145,0.020257826887661142,0.2842234499693063
N.15 Maharani,age,40-49,PH,6481,0.017589878105230675,0.3917605307822867
N.15 Maharani,age,50-59,PH,5426,0.018614080353851824,0.4098783634353115
N.15 Maharani,age,60-69,PH,4564,0.08085013146362839,0.4412795793163891
N.15 Maharani,age,70+,PH,3760,0.0023936170212765957,0.30425531914893617
N.15 Maharani,age,18-29,PN,9638,0.13042124922183027,0.29010168084664867
N.15 Maharani,age,30-39,PN,8145,0.03707796193984039,0.38624923265807243
N.15 Maharani,age,40-49,PN,6481,0.014503934577997223,0.42694028699274805
N.15 Maharani,age,50-59,PN,5426,0.007740508661997788,0.41632878732030965
N.15 Maharani,age,60-69,PN,4564,0.03593339176161262,0.380806310254163
N.15 Maharani,age,70+,PN,3760,0.0,0.2422872340425532
N.16 Sungai Balang,ethnicity,Malay,turnout,22004,0.49363752045082715,0.7739956371568806
N.16 Sungai Balang,ethnicity,Chinese,turnout,7774,0.13043478260869565,0.8963210702341137
N.16 Sungai Balang,ethnicity,Indian,turnout,50,0.0,1.0
N.16 Sungai Balang,ethnicity,Other,turnout,270,0.0,1.0
N.16 Sungai Balang,ethnicity,Malay,BN,22004,0.1762406835120887,0.3669787311397928
N.16 Sungai Balang,ethnicity,Chinese,BN,7774,0.0,0.5174942114741445
N.16 Sungai Balang,ethnicity,Indian,BN,50,0.0,1.0
N.16 Sungai Balang,ethnicity,Other,BN,270,0.0,1.0
N.16 Sungai Balang,ethnicity,Malay,PH,22004,0.002999454644610071,0.15678967460461735
N.16 Sungai Balang,ethnicity,Chinese,PH,7774,0.008103936197581683,0.4421147414458451
N.16 Sungai Balang,ethnicity,Indian,PH,50,0.0,1.0
N.16 Sungai Balang,ethnicity,Other,PH,270,0.0,1.0
N.16 Sungai Balang,ethnicity,Malay,PN,22004,0.10348118523904745,0.2659516451554263
N.16 Sungai Balang,ethnicity,Chinese,PN,7774,0.0,0.43851299202469773
N.16 Sungai Balang,ethnicity,Indian,PN,50,0.0,1.0
N.16 Sungai Balang,ethnicity,Other,PN,270,0.0,1.0
N.16 Sungai Balang,age,18-29,turnout,7531,0.4156154561147258,0.7846235559686628
N.16 Sungai Balang,age,30-39,turnout,6528,0.1799938725490196,0.8883272058823529
N.16 Sungai Balang,age,40-49,turnout,5252,0.15060929169840062,0.9626808834729627
N.16 Sungai Balang,age,50-59,turnout,4402,0.18718764198091775,0.9943207632894139
N.16 Sungai Balang,age,60-69,turnout,3430,0.13819241982507288,0.9743440233236151
N.16 Sungai Balang,age,70+,turnout,2955,0.1065989847715736,0.9681895093062606
N.16 Sungai Balang,age,18-29,BN,7531,0.108086575487983,0.37883415217102645
N.16 Sungai Balang,age,30-39,BN,6528,0.028186274509803922,0.5438112745098039
N.16 Sungai Balang,age,40-49,BN,5252,0.000952018278750952,0.5877760853008378
N.16 Sungai Balang,age,50-59,BN,4402,0.010904134484325307,0.7155838255338483
N.16 Sungai Balang,age,60-69,BN,3430,0.0,0.746938775510204
N.16 Sungai Balang,age,70+,BN,2955,0.0010152284263959391,0.7211505922165821
N.16 Sungai Balang,age,18-29,PH,7531,0.032266631257469126,0.16465276855663258
N.16 Sungai Balang,age,30-39,PH,6528,0.008118872549019608,0.2786458333333333
N.16 Sungai Balang,age,40-49,PH,5252,0.0,0.297981721249048
N.16 Sungai Balang,age,50-59,PH,4402,0.0,0.3814175374829623
N.16 Sungai Balang,age,60-69,PH,3430,0.010495626822157435,0.3795918367346939
N.16 Sungai Balang,age,70+,PH,2955,0.0,0.33570219966159054
N.16 Sungai Balang,age,18-29,PN,7531,0.0804674014075156,0.345372460496614
N.16 Sungai Balang,age,30-39,PN,6528,0.0274203431372549,0.5140931372549019
N.16 Sungai Balang,age,40-49,PN,5252,0.0,0.5251332825590251
N.16 Sungai Balang,age,50-59,PN,4402,0.0,0.5347569286687869
N.16 Sungai Balang,age,60-69,PN,3430,0.0,0.39037900874635567
N.16 Sungai Balang,age,70+,PN,2955,0.0,0.3522842639593909
N.17 Semerah,ethnicity,Malay,turnout,34339,0.5545880776959142,0.7040682605783511
N.17 Semerah,ethnicity,Chinese,turnout,11612,0.29357561143644506,0.7136582845332414
N.17 Semerah,ethnicity,Indian,turnout,248,0.0,1.0
N.17 Semerah,ethnicity,Other,turnout,429,0.0,1.0
N.17 Semerah,ethnicity,Malay,BN,34339,0.2329712571711465,0.35245639069279827
N.17 Semerah,ethnicity,Chinese,BN,11612,0.006458835687220117,0.3307785049948329
N.17 Semerah,ethnicity,Indian,BN,248,0.0,1.0
N.17 Semerah,ethnicity,Other,BN,429,0.0,1.0
N.17 Semerah,ethnicity,Malay,PH,34339,0.010396342351262413,0.12216430297911995
N.17 Semerah,ethnicity,Chinese,PH,11612,0.15294522907337238,0.47571477781605237
N.17 Semerah,ethnicity,Indian,PH,248,0.0,1.0
N.17 Semerah,ethnicity,Other,PH,429,0.0,1.0
N.17 Semerah,ethnicity,Malay,PN,34339,0.14173388858149627,0.24074667287923351
N.17 Semerah,ethnicity,Chinese,PN,11612,0.0014640027557698931,0.263262142611092
N.17 Semerah,ethnicity,Indian,PN,248,0.0,0.9879032258064516
N.17 Semerah,ethnicity,Other,PN,429,0.0,1.0
N.17 Semerah,age,18-29,turnout,10751,0.4406101757976002,0.7789042879732118
N.17 Semerah,age,30-39,turnout,8989,0.2353988207809545,0.8330181332740015
N.17 Semerah,age,40-49,turnout,7438,0.1989782199515999,0.9190642645872547
N.17 Semerah,age,50-59,turnout,7736,0.2762409513960703,0.9728541882109617
N.17 Semerah,age,60-69,turnout,6403,0.2195845697329377,0.9315945650476339
N.17 Semerah,age,70+,turnout,5311,0.16136320843532292,0.8007908115232536
N.17 Semerah,age,18-29,BN,10751,0.15012556971444516,0.4317737884847921
N.17 Semerah,age,30-39,BN,8989,0.05150739793080432,0.5223050394927133
N.17 Semerah,age,40-49,BN,7438,0.020435600968002152,0.5637268082817962
N.17 Semerah,age,50-59,BN,7736,0.032445708376421925,0.6141416752843847
N.17 Semerah,age,60-69,BN,6403,0.027955645791035454,0.5917538653756051
N.17 Semerah,age,70+,BN,5311,0.0077198267746187155,0.5264545283374129
N.17 Semerah,age,18-29,PH,10751,0.043623848944284255,0.1890986884940936
N.17 Semerah,age,30-39,PH,8989,0.004227389031037935,0.2488597174324174
N.17 Semerah,age,40-49,PH,7438,0.0018822264049475664,0.33033073406829794
N.17 Semerah,age,50-59,PH,7736,0.013831437435367114,0.4042140641158221
N.17 Semerah,age,60-69,PH,6403,0.049664219896923316,0.389036389192566
N.17 Semerah,age,70+,PH,5311,0.045189229900207115,0.27829034080210885
N.17 Semerah,age,18-29,PN,10751,0.1327318388987071,0.35066505441354295
N.17 Semerah,age,30-39,PN,8989,0.03927021915674714,0.4329736344420959
N.17 Semerah,age,40-49,PN,7438,0.02070449045442323,0.4678677063726808
N.17 Semerah,age,50-59,PN,7736,0.01732161323681489,0.43084281282316444
N.17 Semerah,age,60-69,PN,6403,0.00046853037638606906,0.3148524129314384
N.17 Semerah,age,70+,PN,5311,0.0,0.2534362643569949
N.18 Sri Medan,ethnicity,Malay,turnout,29225,0.6214542343883661,0.7353635585970916
N.18 Sri Medan,ethnicity,Chinese,turnout,2797,0.030747229174115123,1.0
N.18 Sri Medan,ethnicity,Indian,turnout,99,0.0,1.0
N.18 Sri Medan,ethnicity,Other,turnout,536,0.0,1.0
N.18 Sri Medan,ethnicity,Malay,BN,29225,0.33248930710008556,0.43907613344739094
N.18 Sri Medan,ethnicity,Chinese,BN,2797,0.0,0.9120486235252055
N.18 Sri Medan,ethnicity,Indian,BN,99,0.0,1.0
N.18 Sri Medan,ethnicity,Other,BN,536,0.0,1.0
N.18 Sri Medan,ethnicity,Malay,PH,29225,0.0029084687767322497,0.052112917023096665
N.18 Sri Medan,ethnicity,Chinese,PH,2797,0.0,0.43832677869145514
N.18 Sri Medan,ethnicity,Indian,PH,99,0.0,1.0
N.18 Sri Medan,ethnicity,Other,PH,536,0.0,0.9085820895522388
N.18 Sri Medan,ethnicity,Malay,PN,29225,0.16338751069289992,0.2313430282292558
N.18 Sri Medan,ethnicity,Chinese,PN,2797,0.0,0.5663210582767251
N.18 Sri Medan,ethnicity,Indian,PN,99,0.0,1.0
N.18 Sri Medan,ethnicity,Other,PN,536,0.0,1.0
N.18 Sri Medan,age,18-29,turnout,8698,0.5210393193837664,0.819613704299839
N.18 Sri Medan,age,30-39,turnout,7054,0.27388715622341936,0.8759569038843209
N.18 Sri Medan,age,40-49,turnout,5566,0.36345670140136543,0.9496945742005031
N.18 Sri Medan,age,50-59,turnout,5071,0.3567343719187537,0.9765332281601262
N.18 Sri Medan,age,60-69,turnout,3478,0.2084531339850489,1.0
N.18 Sri Medan,age,70+,turnout,2790,0.182078853046595,0.9813620071684588
N.18 Sri Medan,age,18-29,BN,8698,0.21970567946654404,0.5379397562658083
