dim,group,estimand,registered,reconciled,ci_lo,ci_hi,bound_lo,bound_hi,bound_width,model_min,model_max,model_range,capped,m2_raw,reliability
ethnicity,Other,BN,66680,0.1534897198948967,0.0226394577277098,0.2548890631109561,0.011487702459508,0.9561937612477504,0.9447060587882423,0.1268298020486778,0.4207157180474885,0.29388591599881064,0.1549484522640308,0.1549484522640308,"weak - bounds near-vacuous, driven by assumption"
ethnicity,Other,PH,66680,0.0286132292297092,0.0012693540406139,0.0640329051215661,0.0011397720455908,0.6843581283743251,0.6832183563287343,0.0053975149039778,0.027730543810466,0.022333028906488202,0.027730543810466,0.027730543810466,"weak - bounds near-vacuous, driven by assumption"
ethnicity,Other,PN,66680,0.1514668188623608,0.0745240811742378,0.209767537373446,0.0041691661667666,0.8891571685662868,0.8849880023995202,0.1575131374964693,0.2595991560918928,0.10208601859542352,0.1575131374964693,0.1575131374964693,"weak - bounds near-vacuous, driven by assumption"
age,18-29,turnout,677952,0.5144746650684232,0.4958204761769127,0.5330807581667856,0.3894759510997829,0.6327601364108374,0.2432841853110545,0.5146606359355476,0.6301143449896208,0.11545370905407326,0.5146606359355476,0.5146606359355476,moderate - specification-sensitive
age,18-29,BN,677952,0.212933748080476,0.1947252488186736,0.2337836199551524,0.1315417610686302,0.29856243509865,0.1670206740300198,0.2130490681001431,0.2757718900000582,0.0627228218999151,0.2130493432846517,0.2130493432846517,moderate - specification-sensitive
age,18-29,PH,677952,0.1151762615629913,0.0948941659471699,0.1347866745422934,0.0749536840366279,0.1652049112621542,0.0902512272255263,0.0620349752233231,0.1150015845534791,0.052966609330156,0.1150015845534791,0.1150015845534791,moderate - specification-sensitive
age,18-29,PN,677952,0.141985620925582,0.1287823112319658,0.1610018333830634,0.0822698362125932,0.2075382917964693,0.1252684555838761,0.1420497178079864,0.1812549854019783,0.0392052675939919,0.1420500990387217,0.1420500990387217,good
age,30-39,turnout,557295,0.4654411109677245,0.451190848736996,0.4813570764183015,0.2295785894364744,0.7164822939376811,0.48690370450120674,0.3436980519254981,0.4644094929642723,0.12071144103877418,0.4644094929642723,0.4644094929642723,moderate - specification-sensitive
age,30-39,BN,557295,0.1991329740836317,0.1825155044569884,0.2168084531950272,0.0594729900680967,0.3826070573035824,0.3231340672354857,0.0698758034666181,0.199711946463199,0.12983614299658092,0.199711946463199,0.199711946463199,moderate - specification-sensitive
age,30-39,PH,557295,0.0970553954765947,0.0821663924597903,0.1123895190239334,0.0301025489193335,0.2112130918095443,0.1811105428902108,0.0966588499710783,0.1249148213661193,0.02825597139504099,0.0966596234495794,0.0966596234495794,good
age,30-39,PN,557295,0.1377035918522205,0.1255978500700806,0.1531141058390956,0.0360096537740335,0.2788971729514889,0.2428875191774554,0.0538862424126872,0.1381546001737408,0.0842683577610536,0.1381546001737408,0.1381546001737408,moderate - specification-sensitive
age,40-49,turnout,460337,0.5202175214260691,0.4977243334248225,0.5424725638936594,0.2500841774612947,0.7892457047771524,0.5391615273158576,0.515084963001033,0.5196559915915453,0.004571028590512283,0.5196559266639229,0.5196559266639229,"weak - bounds near-vacuous, driven by assumption"
age,40-49,BN,460337,0.2002423376316395,0.1831936614434357,0.2223745085124981,0.0461401103973827,0.4073711215913559,0.3612310111939732,0.1680225256264539,0.1993520396408502,0.03132951401439629,0.1993520396408502,0.1993520396408502,good
age,40-49,PH,460337,0.1418324216866714,0.1175830494687439,0.1645577433444364,0.0384500919978189,0.2770665838288036,0.2386164918309847,0.1419972374133628,0.1438754008360697,0.0018781634227069133,0.14199780520144,0.14199780520144,good
age,40-49,PN,460337,0.1347097062961555,0.1211951395947679,0.1513669006946561,0.025490021440814,0.2835487914288879,0.25805876998807387,0.1031772456745802,0.1341450554065863,0.030967809732006107,0.1341450554065863,0.1341450554065863,good
age,50-59,turnout,384405,0.6233960496901847,0.6057846615676434,0.6419715977068229,0.3064944524654986,0.8702722389146863,0.5637777864491877,0.6169198757910302,0.6263477604217477,0.00942788463071742,0.624598954441997,0.624598954441997,"weak - bounds near-vacuous, driven by assumption"
age,50-59,BN,384405,0.2467655069838533,0.2276658822270293,0.2689105235560193,0.0472522469790975,0.475547924714819,0.42829567773572147,0.2456550916577198,0.2525032631720427,0.006848171514322904,0.247054425443525,0.247054425443525,good
age,50-59,PH,384405,0.1913181111357366,0.1652076058296007,0.2187232047620773,0.0519061926874,0.3416500825951795,0.2897438899077795,0.1899715160510814,0.1962880107164165,0.006316494665335098,0.1914190020691467,0.1914190020691467,good
age,50-59,PN,384405,0.1283181797066242,0.1164184687361934,0.1460102818862347,0.0158166517084845,0.2770853656950351,0.2612687139865506,0.1250966899502081,0.1310972684434947,0.006000578493286612,0.1284554541249791,0.1284554541249791,good
age,60-69,turnout,287427,0.6534321226138136,0.6386710539793563,0.6713819960099997,0.2664989719128683,0.9010948867016668,0.6345959147887985,0.6542597687224414,0.6603393305069942,0.006079561784552823,0.6542597687224414,0.6542597687224414,"weak - bounds near-vacuous, driven by assumption"
age,60-69,BN,287427,0.2896403326734889,0.2627375279727569,0.3218171269456917,0.0504649876316421,0.5338712090374251,0.48340622140578304,0.2914545443201926,0.2993753695171355,0.007920825196942927,0.2914545710553701,0.2914545710553701,good
age,60-69,PH,287427,0.2135378170943118,0.1824735122830782,0.2442484905297821,0.0594759712901014,0.3677872990359291,0.3083113277458277,0.0007128423784591,0.2152041821047761,0.214491339726317,0.2152041821047761,0.2152041821047761,moderate - specification-sensitive
age,60-69,PN,287427,0.0970049131397,0.085698269513752,0.1110278537316265,0.0091675451505947,0.2310569292376847,0.22188938408709,0.0967006556970941,0.0975702082612881,0.0008695525641939927,0.0971732445224432,0.0971732445224432,good
age,70+,turnout,207419,0.4649762152087573,0.4399150094235058,0.4876827676135642,0.1991331555932677,0.7989817711974313,0.5998486156041636,0.441750776112558,0.4636077363333432,0.021856960220785204,0.4636077363333432,0.4636077363333432,"weak - bounds near-vacuous, driven by assumption"
age,70+,BN,207419,0.2418053564986831,0.2128781844654767,0.2708548944660541,0.0343025470183541,0.4927706719249441,0.45846812490659,0.2048310588941512,0.2383580925751987,0.03352703368104748,0.2383580925751987,0.2383580925751987,good
age,70+,PH,207419,0.1374447487049928,0.1162780340007432,0.1582235333694665,0.0354210559302667,0.3025470183541527,0.26712596242388603,0.1368313212054467,0.225913071923901,0.08908175071845431,0.1369539141082158,0.1369539141082158,moderate - specification-sensitive
age,70+,PN,207419,0.04709403668224,0.0400819157000611,0.0548324089588035,0.0003471234554211,0.1956281729253347,0.1952810494699136,0.0309273179614958,0.0460994101636379,0.015172092202142103,0.0460994101636379,0.0460994101636379,good
