cluster,dim,group,estimand,registered,lo,hi
N.02 Jementah,ethnicity,Malay,PH,16132,0.0021696007934540046,0.3087031986114555
N.02 Jementah,ethnicity,Chinese,PH,20214,0.2695161769070941,0.5527357277134659
N.02 Jementah,ethnicity,Indian,PH,3152,0.00031725888324873094,0.817258883248731
N.02 Jementah,ethnicity,Other,PH,309,0.0,0.9773462783171522
N.02 Jementah,ethnicity,Malay,PN,16132,0.040354574758244485,0.15329779320605008
N.02 Jementah,ethnicity,Chinese,PN,20214,0.0,0.0797961808647472
N.02 Jementah,ethnicity,Indian,PN,3152,0.0,0.38515228426395937
N.02 Jementah,ethnicity,Other,PN,309,0.0,0.970873786407767
N.02 Jementah,age,18-29,turnout,7180,0.4084958217270195,0.8208913649025069
N.02 Jementah,age,30-39,turnout,8187,0.2539391718578234,0.8716257481372909
N.02 Jementah,age,40-49,turnout,6836,0.22293739028671739,0.935927442949093
N.02 Jementah,age,50-59,turnout,5817,0.32061199931236034,0.9546157813305828
N.02 Jementah,age,60-69,turnout,6099,0.45679619609772093,0.9547466797835711
N.02 Jementah,age,70+,turnout,5688,0.42387482419127986,0.8570675105485233
N.02 Jementah,age,18-29,BN,7180,0.16462395543175487,0.5289693593314764
N.02 Jementah,age,30-39,BN,8187,0.07658482960791499,0.5842188835959448
N.02 Jementah,age,40-49,BN,6836,0.016383850204798128,0.576214160327677
N.02 Jementah,age,50-59,BN,5817,0.02372356884992264,0.5812274368231047
N.02 Jementah,age,60-69,BN,6099,0.0603377602885719,0.5368093130021315
N.02 Jementah,age,70+,BN,5688,0.05151195499296765,0.4316104078762307
N.02 Jementah,age,18-29,PH,7180,0.08161559888579387,0.3566852367688022
N.02 Jementah,age,30-39,PH,8187,0.04543788933675339,0.4430194210333456
N.02 Jementah,age,40-49,PH,6836,0.05339379754242247,0.5280866003510825
N.02 Jementah,age,50-59,PH,5817,0.12325941206807632,0.6009970775313735
N.02 Jementah,age,60-69,PH,6099,0.2028201344482702,0.5899327758648959
N.02 Jementah,age,70+,PH,5688,0.19637834036568214,0.5348101265822784
N.02 Jementah,age,18-29,PN,7180,0.013231197771587743,0.17214484679665737
N.02 Jementah,age,30-39,PN,8187,0.00659582264565775,0.1937217540002443
N.02 Jementah,age,40-49,PN,6836,0.0017554125219426564,0.21167349327091867
N.02 Jementah,age,50-59,PN,5817,0.0,0.19133574007220217
N.02 Jementah,age,60-69,PN,6099,0.000983767830791933,0.1454336776520741
N.02 Jementah,age,70+,PN,5688,0.00017580872011251758,0.10144163150492265
N.03 Pemanis,ethnicity,Malay,turnout,19345,0.5671232876712329,0.872318428534505
N.03 Pemanis,ethnicity,Chinese,turnout,9929,0.3703293383019438,0.9467217242421191
N.03 Pemanis,ethnicity,Indian,turnout,673,0.0,1.0
N.03 Pemanis,ethnicity,Other,turnout,511,0.0,1.0
N.03 Pemanis,ethnicity,Malay,BN,19345,0.43251486172137504,0.7279917291289739
N.03 Pemanis,ethnicity,Chinese,BN,9929,0.006848625239198308,0.5394299526639138
N.03 Pemanis,ethnicity,Indian,BN,673,0.0,1.0
N.03 Pemanis,ethnicity,Other,BN,511,0.0,1.0
N.03 Pemanis,ethnicity,Malay,PH,19345,0.005582837942620832,0.237477384337038
N.03 Pemanis,ethnicity,Chinese,PH,9929,0.1291167287742975,0.5963339711954879
N.03 Pemanis,ethnicity,Indian,PH,673,0.0,1.0
N.03 Pemanis,ethnicity,Other,PH,511,0.0,0.8962818003913894
N.03 Pemanis,ethnicity,Malay,PN,19345,0.009356422848281209,0.03401395709485655
N.03 Pemanis,ethnicity,Chinese,PN,9929,0.0,0.04179675697451909
N.03 Pemanis,ethnicity,Indian,PN,673,0.0,0.475482912332838
N.03 Pemanis,ethnicity,Other,PN,511,0.0,0.6183953033268101
N.03 Pemanis,age,18-29,turnout,6344,0.4884930643127364,0.8417402269861286
N.03 Pemanis,age,30-39,turnout,6577,0.3509198722821955,0.9032993766154782
N.03 Pemanis,age,40-49,turnout,6037,0.4275302302468113,0.9088951465959914
N.03 Pemanis,age,50-59,turnout,4197,0.3995711222301644,0.9630688587086014
N.03 Pemanis,age,60-69,turnout,3778,0.49973530968766544,0.986500794070937
N.03 Pemanis,age,70+,turnout,3525,0.5211347517730497,0.9446808510638298
N.03 Pemanis,age,18-29,BN,6344,0.33259773013871374,0.6681904161412359
N.03 Pemanis,age,30-39,BN,6577,0.18975216664132583,0.7400030409001064
N.03 Pemanis,age,40-49,BN,6037,0.23405665065429848,0.7576610899453371
N.03 Pemanis,age,50-59,BN,4197,0.1339051703597808,0.7662616154395997
N.03 Pemanis,age,60-69,BN,3778,0.15352038115404976,0.7003705664372684
N.03 Pemanis,age,70+,BN,3525,0.23858156028368793,0.6615602836879433
N.03 Pemanis,age,18-29,PH,6344,0.08433165195460278,0.2605611601513241
N.03 Pemanis,age,30-39,PH,6577,0.03512239622928387,0.30302569560589937
N.03 Pemanis,age,40-49,PH,6037,0.024349842637071392,0.34321682955110155
N.03 Pemanis,age,50-59,PH,4197,0.057898498927805575,0.5494400762449368
N.03 Pemanis,age,60-69,PH,3778,0.092641609317099,0.5571731074642668
N.03 Pemanis,age,70+,PH,3525,0.04794326241134752,0.3852482269503546
N.03 Pemanis,age,18-29,PN,6344,0.004098360655737705,0.04539722572509458
N.03 Pemanis,age,30-39,PN,6577,0.0038011251330393797,0.06674775733617151
N.03 Pemanis,age,40-49,PN,6037,0.0,0.06162000993871128
N.03 Pemanis,age,50-59,PN,4197,0.0,0.08220157255182273
N.03 Pemanis,age,60-69,PN,3778,0.0,0.05796717840127051
N.03 Pemanis,age,70+,PN,3525,0.0,0.04
N.04 Kemelah,ethnicity,Malay,turnout,19402,0.49840222657457994,0.8888258942377074
N.04 Kemelah,ethnicity,Chinese,turnout,13514,0.324404321444428,0.8805682995412165
N.04 Kemelah,ethnicity,Indian,turnout,1971,0.0,1.0
N.04 Kemelah,ethnicity,Other,turnout,478,0.0,1.0
N.04 Kemelah,ethnicity,Malay,BN,19402,0.2886300381403979,0.5943717142562622
N.04 Kemelah,ethnicity,Chinese,BN,13514,0.004143850821370431,0.41024123131567264
N.04 Kemelah,ethnicity,Indian,BN,1971,0.0,1.0
N.04 Kemelah,ethnicity,Other,BN,478,0.0,1.0
N.04 Kemelah,ethnicity,Malay,PH,19402,0.009174311926605505,0.29697969281517367
N.04 Kemelah,ethnicity,Chinese,PH,13514,0.1367470771052242,0.5591978688767204
N.04 Kemelah,ethnicity,Indian,PH,1971,0.0,0.9705733130390665
N.04 Kemelah,ethnicity,Other,PH,478,0.0,0.8221757322175732
N.04 Kemelah,ethnicity,Malay,PN,19402,0.0629316565302546,0.17776517884754148
N.04 Kemelah,ethnicity,Chinese,PN,13514,0.0,0.13341719698090868
N.04 Kemelah,ethnicity,Indian,PN,1971,0.0,0.7975646879756468
N.04 Kemelah,ethnicity,Other,PN,478,0.0,0.997907949790795
N.04 Kemelah,age,18-29,turnout,8959,0.4695836588905012,0.7686125683670052
N.04 Kemelah,age,30-39,turnout,8226,0.3529054218332118,0.8538779479698517
N.04 Kemelah,age,40-49,turnout,6876,0.3797265852239674,0.9051774287376382
N.04 Kemelah,age,50-59,turnout,4549,0.30358320510002196,0.9648274346010112
N.04 Kemelah,age,60-69,turnout,3614,0.4571112340896514,0.9750968456004427
N.04 Kemelah,age,70+,turnout,3141,0.4348933460681312,0.95924864692773
N.04 Kemelah,age,18-29,BN,8959,0.19678535550842727,0.4552963500390669
N.04 Kemelah,age,30-39,BN,8226,0.08144906394359348,0.5023097495745198
N.04 Kemelah,age,40-49,BN,6876,0.0983129726585224,0.5493019197207679
N.04 Kemelah,age,50-59,BN,4549,0.05429764783468894,0.707408221587162
N.04 Kemelah,age,60-69,BN,3614,0.06917542888765911,0.6995019369120089
N.04 Kemelah,age,70+,BN,3141,0.13244189748487742,0.6660299267749125
N.04 Kemelah,age,18-29,PH,8959,0.09175131153030472,0.27849090300256724
N.04 Kemelah,age,30-39,PH,8226,0.033795283248237294,0.3739362995380501
N.04 Kemelah,age,40-49,PH,6876,0.03446771378708551,0.43426410703897617
N.04 Kemelah,age,50-59,PH,4549,0.055616619037151024,0.6003517256539899
N.04 Kemelah,age,60-69,PH,3614,0.08633093525179857,0.5816270060874378
N.04 Kemelah,age,70+,PH,3141,0.08277618592804839,0.5249920407513531
N.04 Kemelah,age,18-29,PN,8959,0.05145663578524389,0.1687688358075678
N.04 Kemelah,age,30-39,PN,8226,0.009360564065159251,0.21711646000486262
N.04 Kemelah,age,40-49,PN,6876,0.03446771378708551,0.25363583478766727
N.04 Kemelah,age,50-59,PN,4549,0.0,0.28775555067047703
N.04 Kemelah,age,60-69,PN,3614,0.004150525733259546,0.1906474820143885
N.04 Kemelah,age,70+,PN,3141,0.0,0.17255651066539318
N.05 Tenang,ethnicity,Malay,turnout,11223,0.5509222133119487,0.8369419941192194
N.05 Tenang,ethnicity,Chinese,turnout,8330,0.3595438175270108,0.8106842737094838
N.05 Tenang,ethnicity,Indian,turnout,2518,0.06393963463065926,0.9932486100079428
N.05 Tenang,ethnicity,Other,turnout,539,0.0,1.0
N.05 Tenang,ethnicity,Malay,BN,11223,0.396774480976566,0.6703198788202798
N.05 Tenang,ethnicity,Chinese,BN,8330,0.010804321728691477,0.3445378151260504
N.05 Tenang,ethnicity,Indian,BN,2518,0.014297061159650517,0.8911834789515488
N.05 Tenang,ethnicity,Other,BN,539,0.0,1.0
N.05 Tenang,ethnicity,Malay,PH,11223,0.015058362291722355,0.227301078143099
N.05 Tenang,ethnicity,Chinese,PH,8330,0.1460984393757503,0.534453781512605
N.05 Tenang,ethnicity,Indian,PH,2518,0.0,0.7545671167593329
N.05 Tenang,ethnicity,Other,PH,539,0.0,0.6623376623376623
N.05 Tenang,ethnicity,Malay,PN,11223,0.05978793548961953,0.12331818586830616
N.05 Tenang,ethnicity,Chinese,PN,8330,0.0,0.060984393757503
N.05 Tenang,ethnicity,Indian,PN,2518,0.0,0.14297061159650518
N.05 Tenang,ethnicity,Other,PN,539,0.0,0.7328385899814471
N.05 Tenang,age,18-29,turnout,4440,0.4355855855855856,0.7824324324324324
N.05 Tenang,age,30-39,turnout,4681,0.26361888485366375,0.8427686391796625
N.05 Tenang,age,40-49,turnout,4361,0.2391653290529695,0.9371703737674846
N.05 Tenang,age,50-59,turnout,3651,0.40509449465899755,0.9884963023829088
N.05 Tenang,age,60-69,turnout,2900,0.33482758620689657,1.0
N.05 Tenang,age,70+,turnout,2577,0.373302289483896,0.8948389600310438
N.05 Tenang,age,18-29,BN,4440,0.1822072072072072,0.5324324324324324
N.05 Tenang,age,30-39,BN,4681,0.07519760734885708,0.6432386242255929
N.05 Tenang,age,40-49,BN,4361,0.034166475578995645,0.6074294886493924
N.05 Tenang,age,50-59,BN,3651,0.12024102985483429,0.6611887154204328
N.05 Tenang,age,60-69,BN,2900,0.04310344827586207,0.743448275862069
N.05 Tenang,age,70+,BN,2577,0.05743112145906092,0.6053550640279395
N.05 Tenang,age,18-29,PH,4440,0.09076576576576577,0.2653153153153153
N.05 Tenang,age,30-39,PH,4681,0.05533005767998291,0.37107455671864986
N.05 Tenang,age,40-49,PH,4361,0.00871359779867003,0.463884430176565
N.05 Tenang,age,50-59,PH,3651,0.05587510271158587,0.49274171459874005
N.05 Tenang,age,60-69,PH,2900,0.021379310344827585,0.5227586206896552
N.05 Tenang,age,70+,PH,2577,0.045013581684128834,0.43112145906092353
N.05 Tenang,age,18-29,PN,4440,0.006531531531531532,0.11981981981981982
N.05 Tenang,age,30-39,PN,4681,0.003631702627643666,0.18179876094851527
N.05 Tenang,age,40-49,PN,4361,0.0,0.186425131850493
N.05 Tenang,age,50-59,PN,3651,0.0,0.17748562037797863
N.05 Tenang,age,60-69,PN,2900,0.0,0.1896551724137931
N.05 Tenang,age,70+,PN,2577,0.0,0.11486224291812185
N.06 Bekok,ethnicity,Malay,turnout,8144,0.2523330058939096,0.9388506876227898
N.06 Bekok,ethnicity,Chinese,turnout,12949,0.32743841223260484,0.8355085334774887
N.06 Bekok,ethnicity,Indian,turnout,5100,0.13725490196078433,0.9290196078431373
N.06 Bekok,ethnicity,Other,turnout,1076,0.31784386617100374,0.8615241635687733
N.06 Bekok,ethnicity,Malay,BN,8144,0.21083005893909626,0.8969793713163065
N.06 Bekok,ethnicity,Chinese,BN,12949,0.05004247432234149,0.5108502587072361
N.06 Bekok,ethnicity,Indian,BN,5100,0.0703921568627451,0.8339215686274509
N.06 Bekok,ethnicity,Other,BN,1076,0.19981412639405205,0.7434944237918215
N.06 Bekok,ethnicity,Malay,PH,8144,0.0009823182711198428,0.4717583497053045
N.06 Bekok,ethnicity,Chinese,PH,12949,0.08039230828635416,0.4287589775272222
N.06 Bekok,ethnicity,Indian,PH,5100,0.007450980392156863,0.5907843137254902
N.06 Bekok,ethnicity,Other,PH,1076,0.04925650557620818,0.43215613382899626
N.06 Bekok,ethnicity,Malay,PN,8144,0.0,0.0
N.06 Bekok,ethnicity,Chinese,PN,12949,0.0,0.0
N.06 Bekok,ethnicity,Indian,PN,5100,0.0,0.0
N.06 Bekok,ethnicity,Other,PN,1076,0.0,0.0
N.06 Bekok,age,18-29,turnout,5140,0.3060311284046693,0.8087548638132296
N.06 Bekok,age,30-39,turnout,5599,0.19539203429183782,0.8565815324165029
N.06 Bekok,age,40-49,turnout,4963,0.19524481160588353,0.9445899657465243
N.06 Bekok,age,50-59,turnout,4087,0.1543919745534622,0.9843405921213604
N.06 Bekok,age,60-69,turnout,3820,0.2602094240837696,0.9683246073298429
N.06 Bekok,age,70+,turnout,3660,0.3117486338797814,0.9038251366120219
N.06 Bekok,age,18-29,BN,5140,0.19824902723735408,0.6558365758754864
N.06 Bekok,age,30-39,BN,5599,0.11644936595820682,0.6822646901232363
N.06 Bekok,age,40-49,BN,4963,0.05762643562361475,0.7386661293572436
N.06 Bekok,age,50-59,BN,4087,0.008563738683631025,0.760459995106435
N.06 Bekok,age,60-69,BN,3820,0.05549738219895288,0.7662303664921466
N.06 Bekok,age,70+,BN,3660,0.04672131147540984,0.6275956284153006
N.06 Bekok,age,18-29,PH,5140,0.048443579766536966,0.33657587548638135
N.06 Bekok,age,30-39,PH,5599,0.030183961421682445,0.40650116092159316
N.06 Bekok,age,40-49,PH,4963,0.0,0.5468466653233931
N.06 Bekok,age,50-59,PH,4087,0.008074382187423538,0.6567164179104478
N.06 Bekok,age,60-69,PH,3820,0.0468586387434555,0.6212041884816754
N.06 Bekok,age,70+,PH,3660,0.051639344262295085,0.5297814207650273
N.06 Bekok,age,18-29,PN,5140,0.0,0.0
N.06 Bekok,age,30-39,PN,5599,0.0,0.0
N.06 Bekok,age,40-49,PN,4963,0.0,0.0
N.06 Bekok,age,50-59,PN,4087,0.0,0.0
N.06 Bekok,age,60-69,PN,3820,0.0,0.0
N.06 Bekok,age,70+,PN,3660,0.0,0.0
N.07 Bukit Kepong,ethnicity,Malay,turnout,26525,0.6439585296889727,0.8405655042412818
N.07 Bukit Kepong,ethnicity,Chinese,turnout,9497,0.37527640307465515,0.8636411498367905
N.07 Bukit Kepong,ethnicity,Indian,turnout,975,0.017435897435897435,1.0
N.07 Bukit Kepong,ethnicity,Other,turnout,607,0.0,1.0
N.07 Bukit Kepong,ethnicity,Malay,BN,26525,0.4107822808671065,0.5944957587181904
N.07 Bukit Kepong,ethnicity,Chinese,BN,9497,0.0312730335895546,0.4536169316626303
N.07 Bukit Kepong,ethnicity,Indian,BN,975,0.0,0.9661538461538461
N.07 Bukit Kepong,ethnicity,Other,BN,607,0.0,1.0
N.07 Bukit Kepong,ethnicity,Malay,PH,26525,0.0027144203581526863,0.12735155513666352
N.07 Bukit Kepong,ethnicity,Chinese,PH,9497,0.11519427187532905,0.4687796146151416
N.07 Bukit Kepong,ethnicity,Indian,PH,975,0.0,0.8543589743589743
N.07 Bukit Kepong,ethnicity,Other,PH,607,0.0,0.6705107084019769
N.07 Bukit Kepong,ethnicity,Malay,PN,26525,0.11129123468426014,0.2091611687087653
N.07 Bukit Kepong,ethnicity,Chinese,PN,9497,0.0,0.21280404338212067
N.07 Bukit Kepong,ethnicity,Indian,PN,975,0.0,0.7712820512820513
N.07 Bukit Kepong,ethnicity,Other,PN,607,0.0,0.9983525535420099
N.07 Bukit Kepong,age,18-29,turnout,7445,0.46702484889187373,0.9599731363331094
N.07 Bukit Kepong,age,30-39,turnout,8352,0.28292624521072796,0.9710249042145593
N.07 Bukit Kepong,age,40-49,turnout,7153,0.3418146232350063,0.9734377184398154
N.07 Bukit Kepong,age,50-59,turnout,5221,0.2620187703505076,0.9988507948668838
N.07 Bukit Kepong,age,60-69,turnout,5215,0.3351869606903164,0.9984659635666348
N.07 Bukit Kepong,age,70+,turnout,4218,0.2887624466571835,1.0
N.07 Bukit Kepong,age,18-29,BN,7445,0.18871725990597715,0.7227669576897247
N.07 Bukit Kepong,age,30-39,BN,8352,0.10045498084291188,0.8469827586206896
N.07 Bukit Kepong,age,40-49,BN,7153,0.07828882986159653,0.7921151964210821
N.07 Bukit Kepong,age,50-59,BN,5221,0.04615973951350316,0.8624784524037541
N.07 Bukit Kepong,age,60-69,BN,5215,0.08935762224352828,0.87248322147651
N.07 Bukit Kepong,age,70+,BN,4218,0.05286865813181603,0.7804646752015173
N.07 Bukit Kepong,age,18-29,PH,7445,0.0,0.2182672934855608
N.07 Bukit Kepong,age,30-39,PH,8352,0.0011973180076628352,0.28101053639846746
N.07 Bukit Kepong,age,40-49,PH,7153,0.0009786103732699566,0.2832378023207046
N.07 Bukit Kepong,age,50-59,PH,5221,0.0,0.44799846772648916
N.07 Bukit Kepong,age,60-69,PH,5215,0.0,0.39942473633748804
N.07 Bukit Kepong,age,70+,PH,4218,0.0,0.43859649122807015
N.07 Bukit Kepong,age,18-29,PN,7445,0.0017461383478844861,0.27696440564137004
N.07 Bukit Kepong,age,30-39,PN,8352,0.008500957854406131,0.41594827586206895
N.07 Bukit Kepong,age,40-49,PN,7153,0.01398014818957081,0.3817978470571788
N.07 Bukit Kepong,age,50-59,PN,5221,0.0001915341888527102,0.48324075847538783
N.07 Bukit Kepong,age,60-69,PN,5215,0.0,0.35493767976989454
N.07 Bukit Kepong,age,70+,PN,4218,0.0,0.3311996206733049
N.08 Bukit Pasir,ethnicity,Malay,turnout,21381,0.5894953463355316,0.9299377952387634
N.08 Bukit Pasir,ethnicity,Chinese,turnout,11106,0.3233387358184765,0.9707365388078516
N.08 Bukit Pasir,ethnicity,Indian,turnout,1410,0.0028368794326241137,1.0
N.08 Bukit Pasir,ethnicity,Other,turnout,216,0.0,1.0
N.08 Bukit Pasir,ethnicity,Malay,BN,21381,0.2894158364903419,0.6475375333239792
N.08 Bukit Pasir,ethnicity,Chinese,BN,11106,0.0009004141905276427,0.6285791464073474
N.08 Bukit Pasir,ethnicity,Indian,BN,1410,0.0,0.9808510638297873
N.08 Bukit Pasir,ethnicity,Other,BN,216,0.0,1.0
N.08 Bukit Pasir,ethnicity,Malay,PH,21381,0.0016837378981338573,0.2584069968663767
N.08 Bukit Pasir,ethnicity,Chinese,PH,11106,0.05798667386998019,0.5849090581667568
N.08 Bukit Pasir,ethnicity,Indian,PH,1410,0.0,0.9425531914893617
N.08 Bukit Pasir,ethnicity,Other,PH,216,0.0,1.0
N.08 Bukit Pasir,ethnicity,Malay,PN,21381,0.032832889013610214,0.1787100696880408
N.08 Bukit Pasir,ethnicity,Chinese,PN,11106,0.0,0.27030433999639836
N.08 Bukit Pasir,ethnicity,Indian,PN,1410,0.0,0.8156028368794326
N.08 Bukit Pasir,ethnicity,Other,PN,216,0.0,1.0
N.08 Bukit Pasir,age,18-29,turnout,8809,0.5451243046883869,0.8531047792030878
N.08 Bukit Pasir,age,30-39,turnout,7391,0.35232038966310375,0.9357326478149101
N.08 Bukit Pasir,age,40-49,turnout,6147,0.42622417439401333,0.9663250366032211
N.08 Bukit Pasir,age,50-59,turnout,4840,0.34607438016528924,0.9807851239669422
N.08 Bukit Pasir,age,60-69,turnout,3797,0.3839873584408744,0.988148538319726
N.08 Bukit Pasir,age,70+,turnout,3129,0.31511665068712047,0.9846596356663471
N.08 Bukit Pasir,age,18-29,BN,8809,0.22499716199341582,0.619139516403678
N.08 Bukit Pasir,age,30-39,BN,7391,0.06981463942632932,0.7588959545393046
N.08 Bukit Pasir,age,40-49,BN,6147,0.0821538962095331,0.7395477468683911
N.08 Bukit Pasir,age,50-59,BN,4840,0.05950413223140496,0.7993801652892562
N.08 Bukit Pasir,age,60-69,BN,3797,0.05767711351066632,0.8369765604424546
N.08 Bukit Pasir,age,70+,BN,3129,0.030680728667305847,0.7654202620645574
N.08 Bukit Pasir,age,18-29,PH,8809,0.10023839255307072,0.2669996594392099
N.08 Bukit Pasir,age,30-39,PH,7391,0.038831010688675414,0.3773508320930862
N.08 Bukit Pasir,age,40-49,PH,6147,0.02635431918008785,0.42443468358548886
N.08 Bukit Pasir,age,50-59,PH,4840,0.030991735537190084,0.528099173553719
N.08 Bukit Pasir,age,60-69,PH,3797,0.01922570450355544,0.5061890966552541
N.08 Bukit Pasir,age,70+,PH,3129,0.01597954618088846,0.46852029402364975
N.08 Bukit Pasir,age,18-29,PN,8809,0.03530480190714042,0.20138494721307754
N.08 Bukit Pasir,age,30-39,PN,7391,0.007441482884589365,0.30753619266675686
N.08 Bukit Pasir,age,40-49,PN,6147,0.010574263868553766,0.2876199772246624
N.08 Bukit Pasir,age,50-59,PN,4840,0.006818181818181818,0.3797520661157025
N.08 Bukit Pasir,age,60-69,PN,3797,0.008954437713984725,0.27811430076376087
N.08 Bukit Pasir,age,70+,PN,3129,0.0,0.2623841482901886
N.09 Gambir,ethnicity,Malay,turnout,18160,0.6253303964757709,0.9067180616740088
N.09 Gambir,ethnicity,Chinese,turnout,10824,0.42230229120473023,0.9056725794530672
N.09 Gambir,ethnicity,Indian,turnout,1110,0.06936936936936937,1.0
N.09 Gambir,ethnicity,Other,turnout,195,0.0,1.0
N.09 Gambir,ethnicity,Malay,BN,18160,0.40908590308370046,0.714647577092511
N.09 Gambir,ethnicity,Chinese,BN,10824,0.008961566888396156,0.4787509238728751
N.09 Gambir,ethnicity,Indian,BN,1110,0.0,1.0
N.09 Gambir,ethnicity,Other,BN,195,0.0,1.0
N.09 Gambir,ethnicity,Malay,PH,18160,0.004790748898678414,0.2480726872246696
N.09 Gambir,ethnicity,Chinese,PH,10824,0.16777531411677754,0.5902623798965262
N.09 Gambir,ethnicity,Indian,PH,1110,0.0,0.7504504504504504
N.09 Gambir,ethnicity,Other,PH,195,0.0,1.0
N.09 Gambir,ethnicity,Malay,PN,18160,0.02378854625550661,0.10258810572687224
N.09 Gambir,ethnicity,Chinese,PN,10824,0.0,0.1154841093865484
N.09 Gambir,ethnicity,Indian,PN,1110,0.0,0.3900900900900901
N.09 Gambir,ethnicity,Other,PN,195,0.0,1.0
N.09 Gambir,age,18-29,turnout,7088,0.5696952595936795,0.8473476297968398
N.09 Gambir,age,30-39,turnout,6403,0.4404185538029049,0.8750585662970483
N.09 Gambir,age,40-49,turnout,5284,0.4665026495079485,0.9447388342165026
N.09 Gambir,age,50-59,turnout,4595,0.43873775843307944,0.9751904243743199
N.09 Gambir,age,60-69,turnout,3713,0.4500403985995152,0.9876110961486668
N.09 Gambir,age,70+,turnout,3206,0.47473487211478477,0.9179663131628197
N.09 Gambir,age,18-29,BN,7088,0.3013544018058691,0.6128668171557562
N.09 Gambir,age,30-39,BN,6403,0.21989692331719507,0.712166172106825
N.09 Gambir,age,40-49,BN,5284,0.1101438304314913,0.6852763058289175
N.09 Gambir,age,50-59,BN,4595,0.09423286180631121,0.7856365614798694
N.09 Gambir,age,60-69,BN,3713,0.08106652302720173,0.7947751144626987
N.09 Gambir,age,70+,BN,3206,0.07704304429195259,0.6615720524017468
