dim,group,estimand,biv_valid_at1,biv_valid_at0,r2_valid,biv_reg_at1,biv_reg_at0,r2_reg,M1_lpm,M2_logit,lo,hi,reconciled,biv_minus_M1,biv_impossible
ethnicity,Other,BN,1.4096118830758466,0.572599469255737,0.027416218236145595,0.9419102937615957,0.38888062799695694,0.018458437417577467,0.4874393166815767,0.4831542987734477,0.012449359789455,0.9853771771594168,0.4651299136425771,0.45447097708001905,False
ethnicity,Other,PH,-0.5382403774873151,0.35176583387924243,0.02775859658819324,-0.3601812180436705,0.2385754941779184,0.031167215735217524,0.0675359289504706,0.0571257990326674,0.0012567643492917,0.8304255256232073,0.0575355919039241,-0.4277171469941411,True
ethnicity,Other,PN,0.02139801014777263,0.055004845295390424,0.0003865507780826949,0.014255552121566682,0.03733003584000777,0.0003724238416820125,-0.0354054752541065,0.0001338560805701,0.0,0.3453144867965816,0.0001227141129016,0.049661027375673183,False
age,18-29,turnout,1.0078136574406038,1.011386721139901,0.008316560461597344,0.6523680238149033,0.6965283155379747,0.03657932264847297,0.6599673343942943,0.659927547947708,0.5441784731991962,0.7709527668406894,0.6599982590690874,-0.007599310579391005,False
age,18-29,BN,0.667470060948975,0.5705386375438342,0.02525600884158119,0.4325099189076612,0.3930184716725791,0.0065431019773452,0.4285157099827594,0.428654674266554,0.3148254701776478,0.5435172270439134,0.427917343181206,0.003994208924901821,False
age,18-29,PH,0.2579952845549509,0.35174941163806983,0.02115845779574832,0.16658245861312151,0.24215505735202522,0.0345148065822497,0.1769843609779575,0.1773864948705272,0.1179623978382221,0.2539426237162938,0.1777538624914117,-0.010401902364835985,False
age,18-29,PN,0.053395758370562936,0.054404120394220074,2.3904302336341665e-05,0.03455990723920333,0.03746658580649288,0.00041081568862477713,0.034629234544923,0.0345848944337331,0.0160551771507068,0.0598299738815299,0.0345370189726673,-6.932730571966583e-05,False
age,30-39,turnout,1.00457039377648,1.012112450644429,0.025477686577893066,0.6440173547720035,0.6971154497635557,0.036432967649806525,0.6558464332500547,0.6558566031372866,0.4288249716083341,0.854431934739544,0.6561017018540101,-0.011829078478051147,False
age,30-39,BN,0.6691001904788205,0.5736007282650885,0.01685603971368632,0.4299519697854861,0.39524446092709004,0.0034816840055363896,0.4201630485599908,0.420229746654924,0.2087547698857632,0.6321505333853346,0.4193999035890139,0.009788921225495295,False
age,30-39,PH,0.2501146781208967,0.35044845059363283,0.016661559840734808,0.15936560708827263,0.24121877979988252,0.027894118541893387,0.1809444227531203,0.181542256828086,0.0724369756561868,0.3319565594627146,0.1819801223709499,-0.021578815664847678,False
age,30-39,PN,0.06091286278378895,0.052387425884189716,0.001174882818971934,0.03913985302207271,0.03609767840026999,0.00031001746310344025,0.0375838690912645,0.0374189260142591,0.0074978051223547,0.0893774794385924,0.0373465111798011,0.0015559839308082052,False
age,40-49,turnout,1.005691345387532,1.0116339406071198,0.013846476991028922,0.6902593435630753,0.684657705136216,0.0003442165628084748,0.6829623033476357,0.6829225631135445,0.4454385720149382,0.8971047635223254,0.6834428597879277,0.007297040215439532,False
age,40-49,BN,0.5967340890718533,0.5927871689832974,2.5204434948022936e-05,0.4095374025581246,0.4011903796603766,0.00017095059870841922,0.4103847722117288,0.4107274557284283,0.1769937986659145,0.6396351585515527,0.4083956363127197,-0.000847369653604213,False
age,40-49,PH,0.30596956138979875,0.33484343045796594,0.0012079193655291087,0.21012220534520137,0.22661131229510514,0.0009609500789463654,0.2046418200524524,0.2057856421710495,0.0719087855939794,0.3896386969717189,0.2070059370495555,0.005480385292748968,False
age,40-49,PN,0.07105995126157552,0.05035254896461343,0.006067630288668413,0.048679281288775654,0.03408199893404565,0.006059361282362841,0.0461826574356443,0.0469430691733792,0.0073113870404855,0.0976017599090929,0.0463018355642684,0.0024966238531313537,False
age,50-59,turnout,1.0108795328955396,1.0104761895712155,5.367932914035478e-05,0.7768677211923005,0.669904993454307,0.1004003909014648,0.7455967200509583,0.7461170090862702,0.4805471330439166,0.9402682998397424,0.7457479013599004,0.03127100114134218,False
age,50-59,BN,0.4874291993927856,0.6133819075671405,0.021599597648005675,0.3793229331479021,0.4067654681250982,0.0014781711280509313,0.3828238492013298,0.3823404456082157,0.143534645991177,0.645329079860458,0.3854589664192895,-0.0035009160534276718,False
age,50-59,PH,0.4255768665719698,0.3115386608840047,0.01585619843111541,0.3227888051128506,0.2064310802228641,0.03827946374358615,0.292023575792137,0.2912475781009762,0.1031166218998678,0.4905914484128477,0.2896070390971092,0.030765229320713572,False
age,50-59,PN,0.05675018066541369,0.05368096886230171,0.0001121739288320045,0.04349865424288401,0.03558546975700498,0.0014244731188018944,0.0419464483231476,0.0422497581179466,0.0043437588561769,0.1026401125565227,0.0426604531506617,0.001552205919736406,False
age,60-69,turnout,1.0209938651516524,1.009048917582154,0.03783291004604383,0.7943124716742358,0.6714070060273803,0.1047737700568272,0.7962633666775017,0.7928960378834815,0.4656629806099829,0.9575891150915994,0.7925962187694512,-0.0019508950032659511,False
age,60-69,BN,0.4610570254414337,0.6124040862398036,0.02506239343349914,0.364723241103373,0.4077105572417065,0.0028667950042117196,0.4089078252001475,0.4118281976452793,0.1162732183351593,0.6618563202282977,0.4101966933174402,-0.044184584096774504,False
age,60-69,PH,0.4830983148534541,0.3076258797783447,0.03016893967536638,0.3693072214648589,0.20444567230831318,0.060737074546277414,0.326560833441577,0.3226549400969766,0.1102377251764466,0.5322094682396107,0.3203797316920905,0.0427463880232819,False
age,60-69,PN,0.033015662671385115,0.05718132486616432,0.005588297672884601,0.02663009221787669,0.03808296846173131,0.0023584166163764797,0.0312647178725315,0.0328238303603456,0.0016912120671643,0.0824075725533161,0.0328315104706607,-0.004634625654654813,False
age,70+,turnout,1.030916317361114,1.008578883104985,0.10577519076713138,0.6383049224828317,0.6905099233357824,0.01765035034785667,0.5943637503591654,0.5972935491571275,0.4036805888942231,0.8722315570491279,0.5971015466997839,0.04394117212366622,False
age,70+,BN,0.4826003669716925,0.6041876085448576,0.012932025817310788,0.2987636592143439,0.41330948805660433,0.01900612022720738,0.302363116150555,0.2974394069063291,0.0937029924787966,0.5683269323091694,0.3038426337267044,-0.0035994569362111095,False
age,70+,PH,0.4722983906982248,0.3157877273984558,0.019188723957100473,0.29247882123231145,0.21657579700302299,0.012021321566774268,0.2457092233051605,0.2480756436485211,0.09102656425028,0.4448431749079852,0.2481950642689087,0.046769597927150935,False
age,70+,PN,0.028837643097294766,0.05660249925955864,0.005897785555031287,0.01784562875802654,0.0386791645394487,0.007286790670105736,0.0204077081182536,0.016925875377017,8.001280204832773e-05,0.0661505840934549,0.0178624937430445,-0.002562079360227062,False
